slug_country,tournament,id,slug_torn
paraguay,Paraguay Women's Football Championship,26134,camopeonato-femenino-women
peru,Liga 1,406,liga-1
peru,Liga 2,10297,liga-2
peru,Copa Bicentenario,13685,copa-bicentenario
peru,Supercopa Peruana,14603,supercopa-peruana
peru,Peru Primera División Femenina,18718,liga-femenina
peru,Copa Perú,21191,copa-peru
peru,"Copa Promesas, División Elite",26057,copa-promesas
peru,"Copa Promesas, División Oro",26100,copa-promesas-division-oro
peru,Copa Master 30,26405,copa-master-30
peru,Supercopa de Lima,27108,supercopa-de-lima
peru,Intercolegios Lima Norte,27576,intercolegios-lima-norte
peru,Torneo Asociación,28133,torneo-asociacion
peru,U11 La Nacional Tocache,28371,u11-la-nacional-tocache
peru,U12 La Nacional Tocache,28372,u12-la-nacional-tocache
philippines,Philippines Football League,1654,philippines-football-league
poland,Ekstraklasa,202,ekstraklasa
poland,Betclic 1. Liga,229,i-liga
poland,Betclic 2. Liga,515,ii-liga
poland,"Betclic 3. Liga, Group 1",11316,iii-liga-group-1
poland,"Betclic 3. Liga, Group 2",11317,iii-liga-group-2
poland,"Betclic 3. Liga, Group 3",11315,iii-liga-group-3
poland,"Betclic 3. Liga, Group 4",11318,iii-liga-group-4
poland,Puchar Polski,281,puchar-polski
poland,Superpuchar Polski,511,superpuchar-polski
poland,U19 CLJ,1365,u19-clj
poland,ORLEN Women's Ekstraliga,10499,ekstraliga-women
poland,Polish Women's Cup,21988,puchar-polski-women
portugal,Liga Portugal Betclic,238,liga-portugal-betclic
portugal,Liga Portugal 2,239,liga-portugal-2
portugal,Liga 3,17101,liga-3
portugal,Taça de Portugal,336,taca-de-portugal
portugal,Taça da Liga,327,taca-da-liga
portugal,Supertaça,345,supertaca
portugal,Campeonato de Portugal,10093,campeonato-de-portugal
portugal,Campeonato Nacional Feminino,10527,campeonato-nacional-feminino
portugal,U19 Championship,1133,u19-championship
portugal,U23 Liga Revelação,11341,u23-liga-revelacao
portugal,Taça Revelação U23,13543,u23-taca-revelacao
portugal,"U19 Championship, II Division",23150,u19-campeonato-nacional-ii-divisao
portugal,Taça da Liga Feminina,24728,taca-da-liga-feminina
portugal,Taça de Portugal Feminina,24151,taca-de-portugal-feminina
romania,Romanian Super Liga,152,superliga
romania,Liga II,562,liga-ii
romania,Cupa României Betano,355,cupa-romaniei-betano
romania,Cupa Ligii,1778,cupa-ligii
romania,Supercupa României,698,supercupa-romaniei
romania,Liga III Baraj Promovare,18846,liga-iii-baraj-promovare
romania,Liga III Seria 1,16797,liga-iii-seria-1
romania,Liga III Seria 2,16804,liga-iii-seria-2
romania,Liga III Seria 3,16826,liga-iii-seria-3
romania,Liga III Seria 4,16779,liga-iii-seria-4
romania,Liga III Seria 5,16787,liga-iii-seria-5
romania,Liga III Seria 6,16809,liga-iii-seria-6
romania,Liga III Seria 7,16892,liga-iii-seria-7
romania,Liga III Seria 8,16796,liga-iii-seria-8
romania,Liga III Seria 9,16816,liga-iii-seria-9
romania,Liga III Seria 10,16822,liga-iii-seria-10
romania,SuperLiga Feminină,23334,liga-1-women
romania,Cupa României Feminină,24113,cupa-romaniei-feminina
romania,Cupa de Tineret,24213,cupa-de-tineret
romania,Liga 2 Feminin,23349,liga-2-women
romania,Liga de Tineret,24208,liga-de-tineret-u19
romania,Liga 3 Feminin,24101,liga-3-feminin
romania,Campionatul Național U19,24254,campionatul-national-u19
romania,Cupa Națională U19,24323,cupa-nationala-u19
romania,Supercupa de Tineret,27145,supercupa-liga-de-tineret
russia,Russian Cup,91,russian-cup
russia,Russian Premier League,203,premier-liga
russia,First League,204,1-liga
russia,"Second League, Division A",20706,2-liga-division-a
russia,"Second League, Division B, Group 1",1093,2-liga-division-b-group-1
russia,"Second League, Division B, Group 2",1099,2-liga-division-b-group-2
russia,"Second League, Division B, Group 3",1095,2-liga-division-b-group-3
russia,"Second League, Division B, Group 4",1097,2-liga-division-b-group-4
russia,M-League,879,m-liga
russia,"Superleague, Women",6783,superleague-women
russia,Russian Supercup,397,russian-supercup
russia,"First League, Women",24209,russian-womens-first-league
russia,"Russian Cup, Women",27656,russian-cup-women
russia,"Super Cup, Women",27073,super-cup-women
rwanda,Rwanda Premier League,10608,national-league
rwanda,Rwanda Cup Women,25617,rwanda-cup-women
saint-kitts-and-nevis,SKNFA Premier League,16732,sknfa-premier-league
saint-kitts-and-nevis,SKNFA Division 1,16753,division-1
saint-martin,Régional 1,25050,regional-1
saint-vincent-and-the-grenadines,SVGFF Premier Division,19889,svgff-premier-division
samoa,Upolu National League,19034,upolu-national-league
san-marino,Campionato Sammarinese,738,campionato-sammarinese
san-marino,Coppa Titano,737,coppa-titano
san-marino,Supercoppa Sammarinese,1343,supercoppa-sammarinese
sao-tome-and-principe,Campeonato Nacional,18272,campeonato-nacional
scotland,Scottish Premiership,36,premiership
scotland,Scottish Championship,206,championship
scotland,Scottish League One,207,league-one
scotland,Scottish League Two,209,league-two
scotland,Scottish Cup,347,scottish-cup
scotland,Scottish League Cup,332,scottish-league-cup
scotland,Scottish Challenge Cup,331,challenge-cup
scotland,Scottish Women's Premier League,2054,premier-league-1-women
scotland,Scotland Reserve League,11392,reserve-league
senegal,Senegal Ligue 1,1226,ligue-1
senegal,Tournoi Inter-Villages UGB,27668,tournoi-inter-villages-ugb
serbia,Mozzart Bet Superliga,210,mozzart-bet-superliga
serbia,Mozzart Bet Prva Liga,721,mozzart-bet-prva-liga
serbia,Kup Srbije,314,serbia-cup
serbia,Srpska Liga Beograd,16508,srpska-liga-beograd
serbia,Srpska Liga Istok,16509,srpska-liga-istok
serbia,Srpska Liga Vojvodina,16510,srpska-liga-vojvodina
serbia,Srpska Liga Zapad,16511,srpska-liga-zapad
serbia,Serbian Women's Cup,25369,serbian-womens-cup
serbia,Serbian Women's Super League,23441,serbian-womens-super-league
serbia,U19 Serbian League,23195,u19-serbian-league
seychelles,Seychelles Premier League,23538,premier-league
sierra-leone,Sierra Leone National Premier League,16950,premier-league
singapore,Singapore Premier League,634,premier-league
singapore,Singapore Cup,655,singapore-cup
singapore,Singapore Community Shield,18531,community-shield
singapore,Singapore Women's Premier League,23049,deloitte-womens-premier-league
sint-maarten,Premier League,21773,premier-league
slovakia,Niké Liga,211,nike-liga
slovakia,Slovakia League Two,224,2-liga
slovakia,Slovensky Pohar,303,slovensky-pohar
slovakia,Slovak Women's First League,10560,1-liga-women
slovakia,U19 Slovakia League,1327,u19-1-liga
slovakia,"3. Liga, West",20766,3-liga-west
slovakia,"3. Liga, East",20814,3-liga-east
slovakia,IV. liga - Majstrovsto regiónu,23241,4-liga-center
slovakia,IV. liga HUMMEL ZsFZ - Majstrovstvá regiónu,23500,4-liga-west
slovakia,6. Liga Východ HUMMEL ZsFZ,24222,6-liga-east-hummel-zsfz
slovakia,7. Liga MEVA-OBFZ KN,24401,7-liga-meva-obfz-kn
slovakia,8. Liga HUMMEL ObFZ NZ,25280,8-liga-hummel-obfz-nz
slovakia,5. Liga Juhovýchod HUMMEL ZsFZ,26120,5-liga-juhovychod-hummel-zsfz
slovakia,3. Liga,27670,3-liga
slovenia,PrvaLiga,212,prvaliga
slovenia,2. SNL,532,2-snl
slovenia,3. SNL,21064,3-snl
slovenia,Slovenia Cup,291,slovenia-cup
slovenia,Slovenian Junior League,22890,slovenian-junior-league
slovenia,Slovenian Women's Football League,22723,slovenian-womens-football-league
slovenia,3. SNL,28170,3-snl
solomon-islands,Telekom S-League,16439,telekom-s-league
somalia,Premier League,22403,premier-league
south-africa,South African Premier Division,358,premiership
south-africa,Motsepe Foundation Championship,1906,motsepe-foundation-championship
south-africa,Nedbank Cup,1020,fa-cup
south-africa,MTN 8,1125,mtn-8
south-africa,South African League Cup,1205,league-cup
south-africa,Black Label Cup,13774,black-label-cup
south-africa,SAFA Women's League,25484,safa-womens-league
south-africa,South Africa Diski Challenge,23696,south-africa-diski-challenge
south-korea,K League 1,410,k-league-1
south-korea,K League 2,777,k-league-2
south-korea,K3 League,10268,k3-league
south-korea,Korean Cup,615,korean-cup
south-korea,WK League,2284,wk-league
south-korea,K4 League,25158,k4-league
south-sudan,Premier League,24561,premier-league
suriname,SVB Eerste Divisie,18576,svb-eerste-divisie
sweden,Allsvenskan,40,allsvenskan
sweden,Superettan,46,superettan
sweden,"Ettan, Norra",67,ettan-norra
sweden,"Ettan, Södra",68,ettan-sodra
sweden,"Division 2, Promotion Round",10641,division-2-promotion-round
sweden,"Division 2, Norrland",71,division-2-norrland
sweden,"Division 2, Norra Svealand",70,division-2-norra-svealand
sweden,"Division 2, Södra Svealand",74,division-2-sodra-svealand
sweden,"Division 2, Norra Götaland",868,division-2-norra-gotaland
sweden,"Division 2, Ostra Götaland",395,division-2-ostra-gotaland
sweden,"Division 2, Västra Götaland",73,division-2-vastra-gotaland
sweden,"Division 2, Södra Götaland",72,division-2-sodra-gotaland
sweden,Damallsvenskan,214,damallsvenskan
sweden,Svenska Cupen,80,svenska-cupen
sweden,"Svenska Cupen, Women",1058,svenska-cupen-women
switzerland,Swiss Super League,215,super-league
switzerland,Challenge League,216,challenge-league
switzerland,Promotion League,1101,promotion-league
switzerland,Schweizer Cup,399,schweizer-cup
switzerland,Swiss Women's Super League,13994,womens-super-league
switzerland,1. Liga Classic,28152,1-liga-classic
switzerland,Switzerland U19 Elite League,24079,switzerland-u19-elite-league
tahiti,Coupe de Polynesie,25186,coupe-de-polynesie
tahiti,Ligue 1 Vini,21792,ligue-1-vini
tajikistan,Tajikistan Higher League,16817,tajikistan-higher-league
tajikistan,Tajikistan Cup,25030,tajikistan-cup
tanzania,Tanzanian Premier League,2353,premier-league
tanzania,Championship,18874,championship
tanzania,First Division,18894,first-division
tanzania,PBZ Premier League,19415,pbz-premier-league
tanzania,Samatta Cup,25875,samatta-cup
tanzania,Federation Cup,26051,federation-cup
thailand,Thai League 1,1032,thai-league-1
thailand,Thai League 2,10511,thai-league-2
thailand,Thai FA Cup,21779,fa-cup
thailand,Thai Women's League 1,23120,thai-womens-league-1
thailand,Thailand League Cup,23798,thailand-league-cup
thailand,Thailand U23 League,23853,thailand-u23-league
thailand,Thai League 3 Cup,24333,thai-league-3-cup
tonga,TFA Major League,23098,tfa-major-league
trinidad-and-tobago,Premier Football League,10636,premier-football-league
trinidad-and-tobago,Inter Community Football League,20290,inter-community-football-league
tunisia,Tunisian Ligue Professionnelle 1,984,ligue-1
tunisia,Tunisian Ligue Professionnelle 2,10633,ligue-2
tunisia,Coupe de Tunisie,1682,coupe-de-tunisie
tunisia,Tunisian Super Cup,14734,super-cup
turkey,Trendyol Süper Lig,52,trendyol-super-lig
turkey,Trendyol 1.Lig,98,trendyol-1lig
turkey,Türkiye Kupası,96,turkiye-kupasi
turkey,TFF Süper Kupa,505,tff-super-kupa
turkey,Nesine 2. Lig,97,tff-2-lig
turkey,"Nesine 3. Lig, Grup 1",11417,tff-3-lig-grup-1
turkey,"Nesine 3. Lig, Grup 2",11416,tff-3-lig-grup-2
turkey,"Nesine 3. Lig, Grup 3",11415,tff-3-lig-grup-3
turkey,"Nesine 3. Lig, Grup 4",15938,tff-3-lig-grup-4
turkey,U19 Elit A Ligi,13959,u19-lig-elit-a-grup-1
turkey,U19 Elit B Ligi,13960,u19-lig-elit-b
turkey,"First League, Women",24295,1-liga-women
turkey,Turkish Women's Super League,23427,turkish-womens-super-league
turkey,Türkiye Spor Yazarları Derneği Kupası,25623,turkiye-spor-yazarlari-dernegi-kupasi
turkmenistan,Ýokary Liga,18229,yokary-liga
turks-and-caicos-islands,TCIFA Premier League,21450,tcifa-premier-league
uganda,Uganda Premier League,10166,premier-league
uganda,Big League,19410,big-league
uganda,Rubaga Soccer League,25404,rubaga-soccer-league
ukraine,Ukrainian Premier League,218,premier-league
ukraine,Persha Liha,691,persha-liha
ukraine,Druha Liga,19980,druha-liga
ukraine,Ukraine Cup,312,ukraine-cup
ukraine,Ukraine U19 Championship,1307,u19-championship
ukraine,Ukrainian Women's Football League,23328,ukrainian-womens-football-league
united-arab-emirates,UAE Pro League,971,uae-pro-league
united-arab-emirates,UAE 1st Division,10665,division-1
united-arab-emirates,Division 2,20434,division-2
united-arab-emirates,Division 3,20439,division-3
united-arab-emirates,Presidents Cup,3080,presidents-cup
united-arab-emirates,UAE League Cup,1369,uae-league-cup
united-arab-emirates,UAE Super Cup,2304,uae-super-cup
united-arab-emirates,UAE Pro League U21,23299,uae-pro-league-u21
united-arab-emirates,UAE Pro League U23,23125,uae-pro-league-reserve
united-arab-emirates,UAE Women's League,24136,uae-womens-league
us-virgin-islands,President's Cup,22114,presidents-cup
usa,MLS,242,mls
usa,MLS All Star Game,1794,mls-all-star-game
usa,USL Championship,13363,usl-championship
usa,USL League One,13362,usl-league-one
usa,USL League Two,13546,usl-league-two
usa,US Open Cup,495,us-open-cup
usa,NPSL,13450,npsl
usa,MLS Preseason,18553,mls-preseason
usa,MLS Next Pro,18641,mls-next-pro
usa,NWSL,1690,nwsl
usa,NWSL Challenge Cup,14820,nwsl-challenge-cup
usa,NISA,18642,nisa
usa,NCAA,15946,ncaa
usa,USL W League,18890,usl-w-league
usa,"NCAA Regular Season, Women",18944,ncaa-regular-season-women
usa,USL Jägermeister Cup,22382,usl-jagermeister-cup
usa,USL Super League Women,25042,usl-super-league-women
usa,"USL Super League, Women",28384,usl-super-league-women
usa,Women's Premier Soccer League,27241,womens-premier-soccer-league
uzbekistan,Uzbekistan Super League,772,super-league
uzbekistan,Uzbekistan Pro Legue,18559,pro-liga
uzbekistan,Uzbekistan Championship U21,27365,uzbekistan-championship-u21
uzbekistan,Uzbekistan Cup,27238,cup
uzbekistan,Uzbekistan U19 Championship,27660,u19-championship
vanuatu,PVFA Super League,20485,pvfa-premier-league
venezuela,Liga FUTVE,231,primera-division
venezuela,Copa Venezuela,10528,copa-venezuela
venezuela,Liga FUTVE 2,22799,liga-futve-2
venezuela,Supercopa Venezuela,25187,supercopa-venezuela
vietnam,V-League 1,626,v-league-1
vietnam,V-League 2,771,v-league-2
vietnam,Vietnam Cup,3087,vietnam-cup
vietnam,Vietnamese Super Cup,1236,super-cup
vietnam,Vietnamese Women's National League,21607,vietnamese-womens-national-league
vietnam,Vietnam Women's National Cup,24327,vietnam-cup-women
vietnam,Vietnam U21 Championship,22932,vietnam-u21-championship
vietnam,Vietnam U19 Championship,24448,vietnam-u19-championship
vietnam,U19 Vietnam Women's Championship,23666,u19-vietnam-womens-championship
vietnam,Vietnam 2nd Division,26119,vietnam-2nd-division
wales,Cymru Premier,254,cymru-premier
wales,Cymru North,13820,cymru-north
wales,Cymru South,13821,cymru-south
wales,FAW Welsh Cup,388,faw-welsh-cup
wales,Wales Premier League Women,23231,wales-premier-league-women
wales,Welsh League Cup,367,league-cup
wales,Ardal Leagues,24172,ardal-leagues
wales,Ardal North League Cup,28263,ardal-north-league-cup
wales,Ardal South League Cup,28254,ardal-south-league-cup
zambia,Zambia Super League,2065,super-league
zambia,Unilus League,28157,unilus-league
zimbabwe,Zimbabwe Premier Soccer League,11033,premier-soccer-league
antigua-and-barbuda,ABFA Premier Division,19790,abfa-premier-division
czech-republic,Czech First League,172,1-liga
czech-republic,FNL,205,fnl
czech-republic,CFL,9387,cfl
czech-republic,MSFL,9386,msfl
czech-republic,Czech Cup,282,czech-cup
czech-republic,Super Cup,798,super-cup
czech-republic,Czech Women's First League,823,1-liga-women
czech-republic,U19 1st Division,822,u19-1st-division
czech-republic,Divize A,20945,divize-a
czech-republic,Divize B,20946,divize-b
czech-republic,Divize C,20947,divize-c
czech-republic,Divize D,20948,divize-d
czech-republic,Divize E,20950,divize-e
czech-republic,Divize F,20949,divize-f
czech-republic,2. Liga W,28168,2-liga-women
kyrgyzstan,Kyrgyzstan Top Liga,22733,kyrgyzstan-top-liga
qatar,Stars League,825,stars-league
qatar,Qatar League 2,20052,qatargas-league
qatar,Stars Cup,1518,stars-cup
qatar,Qatar Cup,14627,qatar-cup
qatar,QFA Cup,16896,qfa-cup
qatar,Amir Cup,22412,amir-cup
swaziland,MTN Premier League,18452,mtn-premier-league
swaziland,Ingwenyama Cup,25649,ingwenyama-cup
oman,Omani League,965,omani-league
oman,Sultan Cup,2306,sultan-cup
oman,Oman FA Cup,26702,oman-fa-cup
oman,Oman's 1st Division,25049,omans-1st-division
oman,Super Cup,27970,super-cup
saudi-arabia,Saudi Pro League,955,saudi-pro-league
saudi-arabia,Saudi 1st Division,2120,division-1
saudi-arabia,King's Cup,2058,kings-cup
saudi-arabia,Saudi Super Cup,2119,saudi-super-cup
saudi-arabia,SAFF Women's Cup,23082,saff-womens-cup
saudi-arabia,Saudi League 4th Division,25279,saudi-league-4th-division
saudi-arabia,Saudi Women's First Division,24142,saudi-womens-first-division
saudi-arabia,Saudi Women's Premier League,23064,saudi-womens-premier-league
saudi-arabia,Saudi Women's Super Cup,27688,saudi-womens-super-cup
saudi-arabia,Second Division League,23473,second-division-league
saudi-arabia,Third Division League,23504,third-division-league
syria,Syrian Premier League,17243,premier-league
syria,Hubbistan FA Cup,26545,hubbistan-fa-cup
syria,Hubbistan First Division,26833,hubbistan-first-division
syria,Hubbistan Pro League,26485,hubbistan-pro-league
syria,Syrian First Division,26676,syrian-first-division
uruguay,Liga AUF Uruguaya,278,primera-division
uruguay,Uruguayan Segunda Division,1908,segunda-division
uruguay,Primera Divisional C,20023,primera-division-amateur
uruguay,Divisional D AUF,20938,divisional-d-auf
uruguay,Copa Uruguay,18877,copa-uruguay
uruguay,Supercopa Uruguaya,11705,supercopa-uruguaya
uruguay,"Primera Division, Reserve League",21284,primera-division-reserve-league
uruguay,"Primera Division, Women",26301,primera-division-women
uruguay,"Tercera Division, Reserves",25182,tercera-division-reserves
