,playerName,playercountry,team,teamid,teamorigin
455,Lucas Rodríguez,Argentina,Querétaro FC,1951,mexico
456,Pablo Barrera,Mexico,Querétaro FC,1951,mexico
457,Rodrigo Bogarín,Paraguay,Querétaro FC,1951,mexico
458,Fernando Valenzuela,Argentina,Querétaro FC,1951,mexico
459,Federico Lértora,Argentina,Querétaro FC,1951,mexico
460,Ángel Zapata,Mexico,Querétaro FC,1951,mexico
461,Carlo Adriano García,Spain,Querétaro FC,1951,mexico
462,Eduardo Armenta,Mexico,Querétaro FC,1951,mexico
463,Edson Partida,Mexico,Querétaro FC,1951,mexico
464,Fernando Gonzalez,Mexico,Querétaro FC,1951,mexico
465,Diego Reyes,Mexico,Querétaro FC,1951,mexico
466,Jonathan Perlaza,Ecuador,Querétaro FC,1951,mexico
467,Francisco Venegas,Mexico,Querétaro FC,1951,mexico
468,Omar Mendoza,Mexico,Querétaro FC,1951,mexico
469,Jesús Piñuelas,Mexico,Querétaro FC,1951,mexico
470,Oscar Manzanares,Mexico,Querétaro FC,1951,mexico
471,Jaime Gomez,Mexico,Querétaro FC,1951,mexico
472,Carlos Villanueva,Mexico,Querétaro FC,1951,mexico
473,Alan Velez Ramirez,Mexico,Querétaro FC,1951,mexico
474,José Hernández,Mexico,Querétaro FC,1951,mexico
475,Guillermo Allison,Mexico,Querétaro FC,1951,mexico
476,Amine Adli,Morocco,Bournemouth,60,england
477,Evanilson,Brazil,Bournemouth,60,england
478,Enes Ünal,Türkiye,Bournemouth,60,england
479,Eli Junior Kroupi,France,Bournemouth,60,england
480,Antoine Semenyo,Ghana,Bournemouth,60,england
481,Ben Doak,Scotland,Bournemouth,60,england
482,Justin Kluivert,Netherlands,Bournemouth,60,england
483,Tyler Adams,USA,Bournemouth,60,england
484,Alex Scott,England,Bournemouth,60,england
485,Marcus Tavernier,England,Bournemouth,60,england
486,Adrien Truffert,France,Bournemouth,60,england
487,Ryan Christie,Scotland,Bournemouth,60,england
488,Romain Faivre,France,Bournemouth,60,england
489,David Brooks,Wales,Bournemouth,60,england
490,Lewis Cook,England,Bournemouth,60,england
491,Julián Araujo,Mexico,Bournemouth,60,england
492,Álex Jiménez,Spain,Bournemouth,60,england
493,Marcos Senesi,Argentina,Bournemouth,60,england
494,Julio Soler,Argentina,Bournemouth,60,england
495,Bafodé Diakité,France,Bournemouth,60,england
496,Adam Smith,England,Bournemouth,60,england
497,James Hill,England,Bournemouth,60,england
498,Matai Akinmboni,USA,Bournemouth,60,england
499,Owen Bevan,Wales,Bournemouth,60,england
500,Harold William,England,Bournemouth,60,england
501,Đorđe Petrović,Serbia,Bournemouth,60,england
502,Will Dennis,England,Bournemouth,60,england
503,Callan McKenna,Scotland,Bournemouth,60,england
504,Bukayo Saka,England,Arsenal,42,england
505,Viktor Gyökeres,Sweden,Arsenal,42,england
506,Gabriel Jesus,Brazil,Arsenal,42,england
507,Kai Havertz,Germany,Arsenal,42,england
508,Gabriel Martinelli,Brazil,Arsenal,42,england
509,Eberechi Eze,England,Arsenal,42,england
510,Leandro Trossard,Belgium,Arsenal,42,england
511,Martin Ødegaard,Norway,Arsenal,42,england
512,Declan Rice,England,Arsenal,42,england
513,Noni Madueke,England,Arsenal,42,england
514,Ethan Nwaneri,England,Arsenal,42,england
515,Mikel Merino,Spain,Arsenal,42,england
516,Martín Zubimendi,Spain,Arsenal,42,england
517,Max Dowman,England,Arsenal,42,england
518,Fábio Vieira,Portugal,Arsenal,42,england
519,Christian Nørgaard,Denmark,Arsenal,42,england
520,Reiss Nelson,England,Arsenal,42,england
521,Albert Sambi Lokonga,Belgium,Arsenal,42,england
522,William Saliba,France,Arsenal,42,england
523,Gabriel Magalhães,Brazil,Arsenal,42,england
524,Riccardo Calafiori,Italy,Arsenal,42,england
525,Oleksandr Zinchenko,Ukraine,Arsenal,42,england
526,Jurriën Timber,Netherlands,Arsenal,42,england
527,Jakub Kiwior,Poland,Arsenal,42,england
528,Ben White,England,Arsenal,42,england
529,Myles Lewis-Skelly,England,Arsenal,42,england
530,Cristhian Mosquera,Spain,Arsenal,42,england
531,Kepa Arrizabalaga,Spain,Arsenal,42,england
532,David Raya,Spain,Arsenal,42,england
533,Tommy Setford,England,Arsenal,42,england
534,Ollie Watkins,England,Aston Villa,40,england
535,Donyell Malen,Netherlands,Aston Villa,40,england
536,Samuel Iling Junior,England,Aston Villa,40,england
537,Evann Guessand,Côte d&apos;Ivoire,Aston Villa,40,england
538,Youri Tielemans,Belgium,Aston Villa,40,england
539,Morgan Rogers,England,Aston Villa,40,england
540,Amadou Onana,Belgium,Aston Villa,40,england
541,Emiliano Buendía,Argentina,Aston Villa,40,england
542,John McGinn,Scotland,Aston Villa,40,england
543,Boubacar Kamara,France,Aston Villa,40,england
544,Ross Barkley,England,Aston Villa,40,england
545,Jamaldeen Jimoh,England,Aston Villa,40,england
546,Bradley Burrowes,England,Aston Villa,40,england
547,George Lawrence Hemmings,England,Aston Villa,40,england
548,Matty Cash,Poland,Aston Villa,40,england
549,Ian Maatsen,Netherlands,Aston Villa,40,england
550,Pau Torres,Spain,Aston Villa,40,england
551,Lucas Digne,France,Aston Villa,40,england
552,Ezri Konsa,England,Aston Villa,40,england
553,Tyrone Mings,England,Aston Villa,40,england
554,Andrés García,Spain,Aston Villa,40,england
555,Lamare Bogarde,Netherlands,Aston Villa,40,england
556,Yeimar Mosquera,Colombia,Aston Villa,40,england
557,Triston Rowe,England,Aston Villa,40,england
558,Travis Patterson,England,Aston Villa,40,england
559,Emiliano Martínez,Argentina,Aston Villa,40,england
560,Marco Bizot,Netherlands,Aston Villa,40,england
561,Sam Proctor,England,Aston Villa,40,england
562,Yoane Wissa,DR Congo,Brentford,50,england
563,Dango Ouattara,Burkina Faso,Brentford,50,england
564,Fabio Carvalho,Portugal,Brentford,50,england
565,Igor Thiago,Brazil,Brentford,50,england
566,Romelle Donovan,England,Brentford,50,england
567,Jordan Henderson,England,Brentford,50,england
568,Mikkel Damsgaard,Denmark,Brentford,50,england
569,Kevin Schade,Germany,Brentford,50,england
570,Yehor Yarmolyuk,Ukraine,Brentford,50,england
571,Gustavo Nunes,Brazil,Brentford,50,england
572,Antoni Milambo,Netherlands,Brentford,50,england
573,Frank Onyeka,Nigeria,Brentford,50,england
574,Yunus Konak,Türkiye,Brentford,50,england
575,Vitaly Janelt,Germany,Brentford,50,england
576,Mathias Jensen,Denmark,Brentford,50,england
577,Edmond-Paris Maghoma,England,Brentford,50,england
578,Myles Peart-Harris,England,Brentford,50,england
579,Michael Olakigbe,England,Brentford,50,england
580,Sepp van den Berg,Netherlands,Brentford,50,england
581,Michael Kayode,Italy,Brentford,50,england
582,Nathan Collins,Ireland,Brentford,50,england
583,Kristoffer Ajer,Norway,Brentford,50,england
584,Ethan Pinnock,Jamaica,Brentford,50,england
585,Keane Lewis-Potter,England,Brentford,50,england
586,Aaron Hickey,Scotland,Brentford,50,england
587,Rico Henry,England,Brentford,50,england
588,Benjamin Arthur,England,Brentford,50,england
589,Caoimhin Kelleher,Ireland,Brentford,50,england
590,Hákon Rafn Valdimarsson,Iceland,Brentford,50,england
591,Matthew Cox,England,Brentford,50,england
592,Julian Eyestone,USA,Brentford,50,england
593,Ellery Balcombe,England,Brentford,50,england
594,Stefanos Tzimas,Greece,Brighton & Hove Albion,30,england
595,Danny Welbeck,England,Brighton & Hove Albion,30,england
596,Kaoru Mitoma,Japan,Brighton & Hove Albion,30,england
597,Carlos Baleba,Cameroon,Brighton & Hove Albion,30,england
598,Julio Enciso,Paraguay,Brighton & Hove Albion,30,england
599,Facundo Buonanotte,Argentina,Brighton & Hove Albion,30,england
600,Yankuba Minteh,Gambia,Brighton & Hove Albion,30,england
601,Jeremy Sarmiento,Ecuador,Brighton & Hove Albion,30,england
602,Charalampos Kostoulas,Greece,Brighton & Hove Albion,30,england
603,Diego Gómez,Paraguay,Brighton & Hove Albion,30,england
604,Georginio Rutter,France,Brighton & Hove Albion,30,england
605,Matt O&apos;Riley,Denmark,Brighton & Hove Albion,30,england
606,James Milner,England,Brighton & Hove Albion,30,england
607,Brajan Gruda,Germany,Brighton & Hove Albion,30,england
608,Mats Wieffer,Netherlands,Brighton & Hove Albion,30,england
609,Yasin Ayari,Sweden,Brighton & Hove Albion,30,england
610,Solly March,England,Brighton & Hove Albion,30,england
611,Tom Watson,England,Brighton & Hove Albion,30,england
612,Harry Howell,England,Brighton & Hove Albion,30,england
613,Ferdi Kadıoğlu,Türkiye,Brighton & Hove Albion,30,england
614,Maxim De Cuyper,Belgium,Brighton & Hove Albion,30,england
615,Jan Paul van Hecke,Netherlands,Brighton & Hove Albion,30,england
616,Lewis Dunk,England,Brighton & Hove Albion,30,england
617,Jack Hinshelwood,England,Brighton & Hove Albion,30,england
618,Diego Coppola,Italy,Brighton & Hove Albion,30,england
619,Igor Júlio,Brazil,Brighton & Hove Albion,30,england
620,Joël Veltman,Netherlands,Brighton & Hove Albion,30,england
621,Olivier Boscagli,France,Brighton & Hove Albion,30,england
622,Adam Webster,England,Brighton & Hove Albion,30,england
623,Freddie Simmonds,England,Brighton & Hove Albion,30,england
624,Bart Verbruggen,Netherlands,Brighton & Hove Albion,30,england
625,Jason Steele,England,Brighton & Hove Albion,30,england
626,Tom McGill,Canada,Brighton & Hove Albion,30,england
627,Armando Broja,Albania,Burnley,6,england
628,Zeki Amdouni,Switzerland,Burnley,6,england
629,Lyle Foster,South Africa,Burnley,6,england
630,Loum Tchaouna,France,Burnley,6,england
631,Zian Flemming,Netherlands,Burnley,6,england
632,Michael Obafemi,Ireland,Burnley,6,england
633,Jaydon Banel,Netherlands,Burnley,6,england
634,Enock Agyei,Belgium,Burnley,6,england
635,Hannibal Mejbri,Tunisia,Burnley,6,england
636,Lesley Ugochukwu,France,Burnley,6,england
637,Marcus Edwards,England,Burnley,6,england
638,Manuel Benson,Angola,Burnley,6,england
639,Mike Trésor,Belgium,Burnley,6,england
640,Aaron Ramsey,England,Burnley,6,england
641,Josh Cullen,Ireland,Burnley,6,england
642,Jacob Bruun Larsen,Denmark,Burnley,6,england
643,Jaidon Anthony,England,Burnley,6,england
644,Darko Churlinov,North Macedonia,Burnley,6,england
645,Ashley Barnes,England,Burnley,6,england
646,Josh Laurent,England,Burnley,6,england
647,Oliver Pimlott,England,Burnley,6,england
648,Marley Leuluai,New Zealand,Burnley,6,england
649,Kyle Walker,England,Burnley,6,england
650,Oliver Sonne,Peru,Burnley,6,england
651,Axel Tuanzebe,DR Congo,Burnley,6,england
652,Bashir Humphreys,England,Burnley,6,england
653,Quilindschy Hartman,Netherlands,Burnley,6,england
654,Maxime Estève,France,Burnley,6,england
655,Hjalmar Ekdal,Sweden,Burnley,6,england
656,Lucas Pires,Brazil,Burnley,6,england
657,Connor Roberts,Wales,Burnley,6,england
658,Hannes Delcroix,Belgium,Burnley,6,england
659,Jordan Beyer,Germany,Burnley,6,england
660,Joe Worrall,England,Burnley,6,england
661,Martin Dúbravka,Slovakia,Burnley,6,england
662,Max Weiss,Germany,Burnley,6,england
663,Václav Hladký,Czechia,Burnley,6,england
664,Alejandro Garnacho,Argentina,Chelsea,38,england
665,Nicolas Jackson,Senegal,Chelsea,38,england
666,João Pedro,Brazil,Chelsea,38,england
667,Raheem Sterling,England,Chelsea,38,england
668,Liam Delap,England,Chelsea,38,england
669,David Datro Fofana,Côte d&apos;Ivoire,Chelsea,38,england
670,Cole Palmer,England,Chelsea,38,england
671,Enzo Fernández,Argentina,Chelsea,38,england
672,Estêvão Willian,Brazil,Chelsea,38,england
673,Moisés Caicedo,Ecuador,Chelsea,38,england
674,Mykhaylo Mudryk,Ukraine,Chelsea,38,england
675,Pedro Neto,Portugal,Chelsea,38,england
676,Andrey Santos,Brazil,Chelsea,38,england
677,Jamie Gittens,England,Chelsea,38,england
678,Roméo Lavia,Belgium,Chelsea,38,england
679,Tyrique George,England,Chelsea,38,england
680,Dário Essugo,Portugal,Chelsea,38,england
681,Reggie Walsh,England,Chelsea,38,england
682,Reece James,England,Chelsea,38,england
683,Marc Cucurella,Spain,Chelsea,38,england
684,Malo Gusto,France,Chelsea,38,england
685,Levi Colwill,England,Chelsea,38,england
686,Ben Chilwell,England,Chelsea,38,england
687,Wesley Fofana,France,Chelsea,38,england
688,Jorrel Hato,Netherlands,Chelsea,38,england
689,Trevoh Chalobah,England,Chelsea,38,england
690,Josh Acheampong,England,Chelsea,38,england
691,Benoît Badiashile,France,Chelsea,38,england
692,Tosin Adarabioyo,England,Chelsea,38,england
693,Axel Disasi,France,Chelsea,38,england
694,Robert Sánchez,Spain,Chelsea,38,england
695,Filip Jørgensen,Denmark,Chelsea,38,england
696,Gabriel Słonina,USA,Chelsea,38,england
697,Ted Curd,England,Chelsea,38,england
698,Ismaïla Sarr,Senegal,Crystal Palace,7,england
699,Edward Nketiah,England,Crystal Palace,7,england
700,Jean-Philippe Mateta,France,Crystal Palace,7,england
701,Odsonne Édouard,France,Crystal Palace,7,england
702,Asher Agbinone,England,Crystal Palace,7,england
703,Rio Cardines,Trinidad and Tobago,Crystal Palace,7,england
704,Daniel Muñoz,Colombia,Crystal Palace,7,england
705,Daichi Kamada,Japan,Crystal Palace,7,england
706,Jefferson Lerma,Colombia,Crystal Palace,7,england
707,Borna Sosa,Croatia,Crystal Palace,7,england
708,Yéremy Pino,Spain,Crystal Palace,7,england
709,Adam Wharton,England,Crystal Palace,7,england
710,Cheick Doucouré,Mali,Crystal Palace,7,england
711,Tyrick Mitchell,England,Crystal Palace,7,england
712,Will Hughes,England,Crystal Palace,7,england
713,Romain Esse,England,Crystal Palace,7,england
714,Justin Devenny,Northern Ireland,Crystal Palace,7,england
715,Naouirou Ahamada,France,Crystal Palace,7,england
716,Kaden Rodney,England,Crystal Palace,7,england
717,Chadi Riad,Morocco,Crystal Palace,7,england
718,Marc Guéhi,England,Crystal Palace,7,england
719,Maxence Lacroix,France,Crystal Palace,7,england
720,Chris Richards,USA,Crystal Palace,7,england
721,Nathaniel Clyne,England,Crystal Palace,7,england
722,Caleb Kporha,England,Crystal Palace,7,england
723,Dean Henderson,England,Crystal Palace,7,england
724,Walter Benítez,Argentina,Crystal Palace,7,england
725,Remi Matthews,England,Crystal Palace,7,england
726,Thierno Barry,France,Everton,48,england
727,Beto,Guinea-Bissau,Everton,48,england
728,Youssef Chermiti,Portugal,Everton,48,england
729,Isaac Heath,England,Everton,48,england
730,Jack Grealish,England,Everton,48,england
731,Iliman Ndiaye,Senegal,Everton,48,england
732,Idrissa Gueye,Senegal,Everton,48,england
733,Kiernan Dewsbury-Hall,England,Everton,48,england
734,Carlos Alcaraz,Argentina,Everton,48,england
735,Tyler Dibling,England,Everton,48,england
736,Dwight McNeil,England,Everton,48,england
737,James Garner,England,Everton,48,england
738,Tim Iroegbunam,England,Everton,48,england
739,Harrison Armstrong,England,Everton,48,england
740,Tyler Onyango,England,Everton,48,england
741,Adam Aznou,Morocco,Everton,48,england
742,Vitaliy Mykolenko,Ukraine,Everton,48,england
743,Jarrad Branthwaite,England,Everton,48,england
744,James Tarkowski,England,Everton,48,england
745,Jake O&apos;Brien,Ireland,Everton,48,england
746,Séamus Coleman,Ireland,Everton,48,england
747,Michael Keane,England,Everton,48,england
748,Nathan Patterson,Scotland,Everton,48,england
749,Jordan Pickford,England,Everton,48,england
750,Mark Travers,Ireland,Everton,48,england
751,Tom King,Wales,Everton,48,england
752,Harry Tyrer,England,Everton,48,england
753,Raúl Jiménez,Mexico,Fulham,43,england
754,Adama Traoré,Spain,Fulham,43,england
755,Rodrigo Muniz,Brazil,Fulham,43,england
756,Martial Godo,Côte d&apos;Ivoire,Fulham,43,england
757,Emile Smith Rowe,England,Fulham,43,england
758,Alex Iwobi,Nigeria,Fulham,43,england
759,Harry Wilson,Wales,Fulham,43,england
760,Saša Lukić,Serbia,Fulham,43,england
761,Sander Berge,Norway,Fulham,43,england
762,Joshua King,England,Fulham,43,england
763,Tom Cairney,Scotland,Fulham,43,england
764,Harrison Reed,England,Fulham,43,england
765,Antonee Robinson,USA,Fulham,43,england
766,Calvin Bassey,Nigeria,Fulham,43,england
767,Timothy Castagne,Belgium,Fulham,43,england
768,Joachim Andersen,Denmark,Fulham,43,england
769,Ryan Sessegnon,England,Fulham,43,england
770,Kenny Tete,Netherlands,Fulham,43,england
771,Issa Diop,France,Fulham,43,england
772,Jorge Cuenca,Spain,Fulham,43,england
773,Bernd Leno,Germany,Fulham,43,england
774,Benjamin Lecomte,France,Fulham,43,england
775,Noah Okafor,Switzerland,Leeds United,34,england
776,Dominic Calvert-Lewin,England,Leeds United,34,england
777,Lukas Nmecha,Germany,Leeds United,34,england
778,Joël Piroe,Netherlands,Leeds United,34,england
779,Daniel James,Wales,Leeds United,34,england
780,Ao Tanaka,Japan,Leeds United,34,england
781,Wilfried Gnonto,Italy,Leeds United,34,england
782,Brenden Aaronson,USA,Leeds United,34,england
783,Ilia Gruev,Bulgaria,Leeds United,34,england
784,Sean Longstaff,England,Leeds United,34,england
785,Jack Harrison,England,Leeds United,34,england
786,Anton Stach,Germany,Leeds United,34,england
787,Darko Gyabi,England,Leeds United,34,england
788,Sam Chambers,Scotland,Leeds United,34,england
789,Rhys Alexander Chadwick,England,Leeds United,34,england
790,Jaka Bijol,Slovenia,Leeds United,34,england
791,Ethan Ampadu,Wales,Leeds United,34,england
792,Pascal Struijk,Netherlands,Leeds United,34,england
793,James Justin,England,Leeds United,34,england
794,Gabriel Gudmundsson,Sweden,Leeds United,34,england
795,Joe Rodon,Wales,Leeds United,34,england
796,Sebastiaan Bornauw,Belgium,Leeds United,34,england
797,Jayden Bogle,England,Leeds United,34,england
798,Sam Byram,England,Leeds United,34,england
799,Lucas Perri,Brazil,Leeds United,34,england
800,Illan Meslier,France,Leeds United,34,england
801,Karl Darlow,Wales,Leeds United,34,england
802,Alex Cairns,England,Leeds United,34,england
803,Florian Wirtz,Germany,Liverpool,44,england
804,Hugo Ekitiké,France,Liverpool,44,england
805,Alexander Isak,Sweden,Liverpool,44,england
806,Federico Chiesa,Italy,Liverpool,44,england
807,Rio Ngumoha,England,Liverpool,44,england
808,Mohamed Salah,Egypt,Liverpool,44,england
809,Alexis Mac Allister,Argentina,Liverpool,44,england
810,Dominik Szoboszlai,Hungary,Liverpool,44,england
811,Cody Gakpo,Netherlands,Liverpool,44,england
812,Jeremie Frimpong,Netherlands,Liverpool,44,england
813,Ryan Gravenberch,Netherlands,Liverpool,44,england
814,Harvey Elliott,England,Liverpool,44,england
815,Wataru Endo,Japan,Liverpool,44,england
816,Curtis Jones,England,Liverpool,44,england
817,Stefan Bajčetić,Spain,Liverpool,44,england
818,Trey Nyoni,England,Liverpool,44,england
819,Virgil van Dijk,Netherlands,Liverpool,44,england
820,Ibrahima Konaté,France,Liverpool,44,england
821,Andrew Robertson,Scotland,Liverpool,44,england
822,Miloš Kerkez,Hungary,Liverpool,44,england
823,Conor Bradley,Northern Ireland,Liverpool,44,england
824,Joe Gomez,England,Liverpool,44,england
825,Giovanni Leoni,Italy,Liverpool,44,england
826,Rhys Williams,England,Liverpool,44,england
827,Calvin Ramsay,Scotland,Liverpool,44,england
828,Alisson,Brazil,Liverpool,44,england
829,Giorgi Mamardashvili,Georgia,Liverpool,44,england
830,Ármin Pécsi,Hungary,Liverpool,44,england
831,Freddie Woodman,England,Liverpool,44,england
832,Erling Haaland,Norway,Manchester City,17,england
833,Omar Marmoush,Egypt,Manchester City,17,england
834,Phil Foden,England,Manchester City,17,england
835,Rodri,Spain,Manchester City,17,england
836,Bernardo Silva,Portugal,Manchester City,17,england
837,İlkay Gündoğan,Germany,Manchester City,17,england
838,Jérémy Doku,Belgium,Manchester City,17,england
839,Savinho,Brazil,Manchester City,17,england
840,Mateo Kovačić,Croatia,Manchester City,17,england
841,Rayan Cherki,France,Manchester City,17,england
842,Tijjani Reijnders,Netherlands,Manchester City,17,england
843,Rayan Aït-Nouri,Algeria,Manchester City,17,england
844,Matheus Nunes,Portugal,Manchester City,17,england
845,Oscar Bobb,Norway,Manchester City,17,england
846,Nico González,Spain,Manchester City,17,england
847,Nico O&apos;Reilly,England,Manchester City,17,england
848,Kalvin Phillips,England,Manchester City,17,england
849,Joško Gvardiol,Croatia,Manchester City,17,england
850,Abdukodir Khusanov,Uzbekistan,Manchester City,17,england
851,Rúben Dias,Portugal,Manchester City,17,england
852,John Stones,England,Manchester City,17,england
853,Nathan Aké,Netherlands,Manchester City,17,england
854,Manuel Akanji,Switzerland,Manchester City,17,england
855,Rico Lewis,England,Manchester City,17,england
856,Issa Kaboré,Burkina Faso,Manchester City,17,england
857,Josh Wilson-Esbrand,England,Manchester City,17,england
858,Ederson,Brazil,Manchester City,17,england
859,James Trafford,England,Manchester City,17,england
860,Stefan Ortega,Germany,Manchester City,17,england
861,Marcus Bettinelli,England,Manchester City,17,england
862,Amad Diallo,Côte d&apos;Ivoire,Manchester United,35,england
863,Rasmus Højlund,Denmark,Manchester United,35,england
864,Benjamin Šeško,Slovenia,Manchester United,35,england
865,Matheus Cunha,Brazil,Manchester United,35,england
866,Joshua Zirkzee,Netherlands,Manchester United,35,england
867,Chido Obi-Martin,Denmark,Manchester United,35,england
868,Bruno Fernandes,Portugal,Manchester United,35,england
869,Antony,Brazil,Manchester United,35,england
870,Casemiro,Brazil,Manchester United,35,england
871,Jadon Sancho,England,Manchester United,35,england
872,Kobbie Mainoo,England,Manchester United,35,england
873,Bryan Mbeumo,Cameroon,Manchester United,35,england
874,Mason Mount,England,Manchester United,35,england
875,Manuel Ugarte,Uruguay,Manchester United,35,england
876,Patrick Dorgu,Denmark,Manchester United,35,england
877,Bendito Mantato,England,Manchester United,35,england
878,Lisandro Martínez,Argentina,Manchester United,35,england
879,Noussair Mazraoui,Morocco,Manchester United,35,england
880,Matthijs de Ligt,Netherlands,Manchester United,35,england
881,Harry Maguire,England,Manchester United,35,england
882,Diogo Dalot,Portugal,Manchester United,35,england
883,Leny Yoro,France,Manchester United,35,england
884,Luke Shaw,England,Manchester United,35,england
885,Tyrell Malacia,Netherlands,Manchester United,35,england
886,Diego León,Paraguay,Manchester United,35,england
887,Harry Amass,England,Manchester United,35,england
888,Ayden Heaven,England,Manchester United,35,england
889,Tyler Fredricson,England,Manchester United,35,england
890,André Onana,Cameroon,Manchester United,35,england
