,teamName,id,teamslug,teamorigin
1038,Wofoo Tai Po,40662,wofoo-tai-po,hong-kong
1039,Eastern District,245149,eastern-district,hong-kong
1040,Kowloon City,299633,kowloon-city,hong-kong
1041,Hong Kong FC,194227,hong-kong-fc,hong-kong
1042,Southern District FC,78449,southern-district-fc,hong-kong
1043,Eastern SC,115157,eastern-sc,hong-kong
1044,Paksi FC,6059,paksi-fc,hungary
1045,Ferencváros TC,1925,ferencvaros-tc,hungary
1046,Debreceni VSC,1921,debreceni-vsc,hungary
1047,Puskás Akadémia,25596,puskas-akademia,hungary
1048,Kisvárda FC,25397,kisvarda-fc,hungary
1049,ETO FC Győr,1923,eto-fc-gyor,hungary
1050,Újpest,1924,ujpest,hungary
1051,MTK Budapest,1915,mtk-budapest,hungary
1052,Diósgyőri VTK,5121,diosgyori-vtk,hungary
1053,Nyiregyháza Spartacus,5124,nyiregyhaza-spartacus,hungary
1054,Zalaegerszegi TE,1922,zalaegerszegi-te,hungary
1055,Kazincbarcikai SC,8059,kazincbarcikai-sc,hungary
1056,Valur Reykjavík,1899,valur-reykjavik,iceland
1057,Víkingur Reykjavík,1908,vikingur-reykjavik,iceland
1058,Stjarnan Garðabær,1912,stjarnan-gardabaer,iceland
1059,Breidablik Kópavogur,1901,breidablik-kopavogur,iceland
1060,FH Hafnarfjörður,1894,fh-hafnarfjordur,iceland
1061,Fram Reykjavík,1893,fram-reykjavik,iceland
1062,ÍBV Vestmannaeyjar,1895,ibv-vestmannaeyjar,iceland
1063,IF Vestri,221305,if-vestri,iceland
1064,KA Akureyri,1904,ka-akureyri,iceland
1065,KR Reykjavík,1902,kr-reykjavik,iceland
1066,Afturelding,1914,afturelding,iceland
1067,ÍA Akranes,1898,ia-akranes,iceland
1068,Mohun Bagan Super Giant,370834,mohun-bagan-super-giant,india
1069,FC Goa,174594,fc-goa,india
1070,NorthEast United FC,174602,northeast-united,india
1071,Bengaluru FC,118670,bengaluru-fc,india
1072,Jamshedpur FC,267915,jamshedpur-fc,india
1073,Mumbai City FC,174600,mumbai-city-fc,india
1074,Odisha FC,174592,odisha-fc,india
1075,Kerala Blasters,174598,kerala-blasters,india
1076,East Bengal FC,40655,east-bengal-fc,india
1077,Punjab FC,230661,punjab-fc,india
1078,Chennaiyin FC,174590,chennaiyin-fc,india
1079,Hyderabad FC,331840,hyderabad-fc,india
1080,Mohammedan SC,118660,mohammedan-sc,india
1081,Persija Jakarta,64295,persija-jakarta,indonesia
1082,Borneo FC Samarinda,189945,borneo-fc-samarinda,indonesia
1083,Arema FC,47465,arema-fc,indonesia
1084,PSIM Yogyakarta,75653,psim-yogyakarta,indonesia
1085,Persebaya Surabaya,76319,persebaya-surabaya,indonesia
1086,Malut United FC,491968,malut-united,indonesia
1087,Bali United FC,64299,bali-united-fc,indonesia
1088,Persijap Jepara,135868,persijap-jepara,indonesia
1089,Persib Bandung,64289,persib-bandung,indonesia
1090,Bhayangkara Presisi Indonesia FC,220867,bhayangkara-presisi-indonesia-fc,indonesia
1091,Madura United FC,86578,madura-united,indonesia
1092,Persis Solo,200020,persis-solo,indonesia
1093,Persik Kediri,135866,persik-kediri,indonesia
1094,Semen Padang FC,86066,semen-padang,indonesia
1095,PSM Makassar,135864,psm-makassar,indonesia
1096,Dewa United FC,383891,dewa-united-fc,indonesia
1097,PSBS Biak,266861,psbs-biak,indonesia
1098,Persita Tangerang,86576,persita-tangerang,indonesia
1099,Kheybar Khorramabad FC,274322,kheybar-khorramabad-fc,iran
1100,Chador Malu Yazd,446285,chador-malu-yazd,iran
1101,Esteghlal FC,34316,esteghlal-fc,iran
1102,Malavan Bandar Anzali FC,53709,malavan-bandar-anzali-fc,iran
1103,Paykan,73668,paykan,iran
1104,Persepolis FC,34314,persepolis-fc,iran
1105,Gol Gohar Sirjan,275525,gol-gohar-sirjan,iran
1106,Fajr Sepasi FC,53717,fajr-sepasi-fc,iran
1107,Zob Ahan,39328,zob-ahan,iran
1108,Mes Rafsanjan FC,245405,mes-rafsanjan-fc,iran
1109,Sepahan S.C.,8018,sepahan-sc,iran
1110,Tractor FC,53715,tractor-fc,iran
1111,Aluminium Arak,270969,aluminium-arak,iran
1112,Foolad Khuzestan,53703,foolad-khuzestan,iran
1113,Shams Azar Qazvin,375661,shams-azar-qazvin,iran
1114,Esteghlal Khuzestan,109573,esteghlal-khuzestan,iran
1115,Al-Shorta,61532,al-shorta,iraq
1116,Al-Zawraa,35888,al-zawraa,iraq
1117,Zakho SC,188763,zakho-fc,iraq
1118,Al Talaba,47485,al-talaba,iraq
1119,Al-Quwa Al-Jawiya,213877,al-quwa-al-jawiya,iraq
1120,Al Naft SC,319883,al-naft-sc,iraq
1121,Duhok SC,47479,duhok-fc,iraq
1122,Al Karma SC,505704,al-karma,iraq
1123,Newroz SC,396430,newroz-sc,iraq
1124,Al-Qasim SC,330086,al-qasim-sc,iraq
1125,Naft Missan,320444,naft-missan,iraq
1126,Erbil SC,35889,erbil-sc,iraq
1127,Al Kahraba,320458,al-kahraba,iraq
1128,Al Najaf,320543,al-najaf,iraq
1129,Al Karkh,320005,al-karkh,iraq
1130,Al Mina'a SC,319835,al-minaa,iraq
1131,Diyala SC,925386,diyala-sc,iraq
1132,Naft Al-Basra SC,382056,naft-al-basra-sc,iraq
1133,Al Hudod,453142,al-hudod,iraq
1134,Karbalaa FC,517864,karbalaa-fc,iraq
1135,Shamrock Rovers,3177,shamrock-rovers,ireland
1136,Bohemian FC,3173,bohemian,ireland
1137,Derry City,3170,derry-city,ireland
1138,St. Patrick's Athletic,3169,st-patricks-athletic,ireland
1139,Drogheda United,3180,drogheda-united,ireland
1140,Shelbourne,3174,shelbourne,ireland
1141,Waterford FC,3194,waterford-fc,ireland
1142,Galway United,137382,galway-united,ireland
1143,Sligo Rovers,3190,sligo-rovers,ireland
1144,Cork City,40896,cork-city,ireland
1145,Hapoel Be'er Sheva,5202,hapoel-beer-sheva,israel
1146,Maccabi Haifa,5197,maccabi-haifa,israel
1147,Hapoel Tel Aviv,5396,hapoel-tel-aviv,israel
1148,Beitar Jerusalem,5204,beitar-jerusalem,israel
1149,Maccabi Tel Aviv,5198,maccabi-tel-aviv,israel
1150,Bnei Sakhnin,5392,bnei-sakhnin,israel
1151,Ashdod SC,5391,ashdod-sc,israel
1152,Hapoel Haifa,5201,hapoel-haifa,israel
1153,Ironi Tiberias,61702,ironi-tiberias,israel
1154,Hapoel Petach Tikva,5199,hapoel-petach-tikva,israel
1155,Hapoel Ironi Kiryat Shmona,5399,hapoel-ironi-kiryat-shmona,israel
1156,Maccabi Bney Reine,274894,maccabi-bney-reine,israel
1157,Hapoel Jerusalem,86406,hapoel-katamon-jerusalem,israel
1158,Maccabi Netanya,5395,maccabi-netanya,israel
1159,ASEC Mimosas,42360,asec-mimosas,ivory-coast
1160,Stella Club d'Adjamé,42362,stella-club-dadjame,ivory-coast
1161,AFAD Plateau,69318,afad-djekanou,ivory-coast
1162,FC San Pedro,238206,fc-san-pedro,ivory-coast
1163,US Tchologo,1116943,us-tchologo,ivory-coast
1164,Société Omnisports de l'Armée,84057,societe-omnisport-de-larmee,ivory-coast
1165,CO Korhogo,84053,club-omnisports-de-korhogo,ivory-coast
1166,Stade d'Abidjan,42361,stade-dabidjan,ivory-coast
1167,Bouaké FC,185296,bouake-fc,ivory-coast
1168,ES Agboville,1116942,es-agboville,ivory-coast
1169,Inova SCA,929210,inova-sca,ivory-coast
1170,Stars Olympic FC,326546,sol-fc,ivory-coast
1171,FC Olympique Sport D'Abobo,852866,fc-osa,ivory-coast
1172,Racing Club d'Abidjan,343408,racing-club-dabidjan,ivory-coast
1173,FC Mouna d'Akoupé,494020,mouna-fc,ivory-coast
1174,Zoman FC,494027,zoman-fc,ivory-coast
1175,Racing United FC,925387,racing-united-fc,jamaica
1176,Chapelton Maroons FC,455021,chapelton-maroons-fc,jamaica
1177,Montego Bay United FC,173724,montego-bay-united,jamaica
1178,Portmore United FC,124528,portmore-united-fc,jamaica
1179,Cavalier FC,173720,cavalier-fc,jamaica
1180,Waterhouse FC,173736,waterhouse-fc,jamaica
1181,Treasure Beach FC,496048,treasure-beach-fc,jamaica
1182,Dunbeholden FC,298574,dunbeholden-fc,jamaica
1183,Mount Pleasant FA,298573,mount-pleasant-fa,jamaica
1184,Tivoli Gardens,173734,tivoli-gardens,jamaica
1185,Molynes United FC,327921,molynes-united-fc,jamaica
1186,Harbour View FC,22050,harbour-view-fc,jamaica
1187,Spanish Town Police FC,1120666,spanish-town-police-fc,jamaica
1188,Arnett Gardens,173716,arnett-gardens,jamaica
1189,Kyoto Sanga FC,3149,kyoto-sanga-fc,japan
1190,Kashiwa Reysol,3140,kashiwa-reysol,japan
1191,Vissel Kobe,3146,vissel-kobe,japan
1192,Kashima Antlers,3134,kashima-antlers,japan
1193,Machida Zelvia,44409,machida-zelvia,japan
1194,Sanfrecce Hiroshima,3135,sanfrecce-hiroshima,japan
1195,Urawa Red Diamonds,3145,urawa-red-diamonds,japan
1196,Kawasaki Frontale,5127,kawasaki-frontale,japan
1197,Gamba Osaka,3138,gamba-osaka,japan
1198,Cerezo Osaka,3141,cerezo-osaka,japan
1199,Fagiano Okayama,34034,fagiano-okayama,japan
1200,Avispa Fukuoka,3143,avispa-fukuoka,japan
1201,Shimizu S-Pulse,3133,shimizu-s-pulse,japan
1202,Tokyo Verdy,3139,tokyo-verdy,japan
1203,FC Tokyo,3147,fc-tokyo,japan
1204,Nagoya Grampus,3136,nagoya-grampus,japan
1205,Yokohama F. Marinos,3137,yokohama-f-marinos,japan
1206,Shonan Bellmare,21905,shonan-bellmare,japan
1207,Yokohama FC,7061,yokohama-fc,japan
1208,Albirex Niigata,5128,albirex-niigata,japan
1209,Ramtha SC,54595,ramtha-sc,jordan
1210,Al Faisaly SC,47482,al-faisaly-sc,jordan
1211,Al Hussein Irbid,117204,al-hussein-irbid,jordan
1212,Al Salt,250534,al-salt,jordan
1213,Al-Jazeera Jordan,54587,al-jazeera-jordan,jordan
1214,Al-Baqa'a,54583,al-baqaa,jordan
1215,Al-Wehdat,40650,al-wehdat,jordan
1216,Al Ahli Jordan,167130,al-ahli-jordan,jordan
1217,Shabab Al Ordun,40646,shabab-al-ordun,jordan
1218,Sama Al Sarhan,310075,sama-al-sarhan,jordan
1219,Astana,36155,astana,kazakhstan
1220,Kairat Almaty,5172,kairat-almaty,kazakhstan
1221,FC Tobol,5362,fc-tobol,kazakhstan
1222,FK Aktobe,5355,fk-aktobe,kazakhstan
1223,Yelimay Semey,464803,elimai-fc,kazakhstan
1224,FC Okzhetpes,5359,fc-okzhetpes,kazakhstan
1225,FK Zhenys,5363,fk-zhenys,kazakhstan
1226,FC Ordabasy,5366,fc-ordabasy,kazakhstan
1227,FC Kyzylzhar,5367,fc-kyzylzhar,kazakhstan
1228,Zhetysu Taldykorgan,5364,zhetysu-taldykorgan,kazakhstan
1229,FC Kaysar,36142,fc-kaysar,kazakhstan
1230,Ulytau FC,464804,ulytau-fc,kazakhstan
1231,FC Turan,316183,fc-turan,kazakhstan
1232,Atyrau,5356,atyrau,kazakhstan
1233,AFC Leopards SC,76433,afc-leopards-sc,kenya
1234,APS Bomet FC,334948,aps-bomet-fc,kenya
1235,Bandari FC,138474,bandari-fc,kenya
1236,Bidco United,258735,bidco-united,kenya
1237,Gor Mahia FC,134306,gor-mahia-fc,kenya
1238,Kakamega Homeboyz,213604,kakamega-homeboyz,kenya
1239,Kariobangi Sharks,246032,kariobangi-sharks,kenya
1240,Kenya Commercial Bank,138478,kenya-commercial-bank,kenya
1241,Kenya Police,291904,kenya-police,kenya
1242,Mara Sugar FC,815035,mara-sugar-fc,kenya
1243,Mathare United,138482,mathare-united,kenya
1244,Muranga Seal,332427,muranga-seal,kenya
1245,Nairobi United,257440,nairobi-united,kenya
1246,Posta Rangers,213605,posta-rangers,kenya
1247,Shabana FC,332880,shabana-fc,kenya
1248,Sofapaka,138488,sofapaka,kenya
1249,Tusker Football Club,138496,tusker,kenya
1250,Ulinzi Stars,138498,ulinzi-stars,kenya
1251,FC Prishtina,229752,fc-prishtina,kosovo
1252,Dukagjini,230411,dukagjini,kosovo
1253,KF Ferizaj,229756,kf-ferizaj,kosovo
1254,KF Ballkani,230417,kf-ballkani,kosovo
1255,KF Drenica,229754,kf-drenica,kosovo
1256,SC Gjilani,229758,sc-gjilani,kosovo
1257,KF Prishtina E Re,486180,kf-prishtina-e-re,kosovo
1258,KF Llapi,229761,kf-llapi,kosovo
1259,FC Drita,229755,fc-drita,kosovo
1260,FC Malisheva,325494,fc-malisheva,kosovo
1261,Al Fahaheel SC,55159,al-fehaheel,kuwait
1262,Al Jahra SC,53845,al-jahra,kuwait
1263,Al Kuwait SC,32525,al-kuwait,kuwait
1264,Al Salmiya SC,55161,al-salmiya-sc,kuwait
1265,Al Shabab SC,55169,al-shabab-kuwait,kuwait
1266,Al Arabi SC Kuwait,35892,al-arabi-kuwait,kuwait
1267,Al Nasr SC Kuwait,23401,al-nasr-kuwait,kuwait
1268,Al Qadsia SC,23480,al-qadsia,kuwait
1269,Kazma SC,40654,kazma-sc,kuwait
1270,Tadhamon SC,55155,al-tadamon-sc,kuwait
1271,Muras United,468660,muras-united,kyrgyzstan
1272,FK Abdysh-Ata Kant,307625,fk-abdysh-ata-kant,kyrgyzstan
1273,FC Alay,138964,fc-alay,kyrgyzstan
1274,Bars,1078992,bars,kyrgyzstan
1275,FC Dordoi Bishkek,186779,fc-dordoi-bishkek,kyrgyzstan
1276,OshMU Aldier,475664,oshmu-aldier,kyrgyzstan
1277,FC Özgön,1074643,fc-ozgon,kyrgyzstan
1278,FC Talant,383337,fc-talant,kyrgyzstan
1279,FK Neftchi Kochkor-Ata,338858,fk-neftchi-kochkor-ata,kyrgyzstan
1280,FC Alga Bishkek,254149,fc-alga-bishkek,kyrgyzstan
1281,FC Kyrgyzaltyn,515792,fc-kyrgyzaltyn,kyrgyzstan
1282,Ilbirs FC,307837,ilbirs-fc,kyrgyzstan
1283,FC Bishkek City,1078991,fc-bishkek-city,kyrgyzstan
1284,Asiagoal Bishkek,1078989,asiagoal-bishkek,kyrgyzstan
1285,Young Elephants FC,379274,young-elephants-fc,laos
1286,Mazda Laos GB FC,1114635,gb-fc,laos
1287,Ezra,379273,ezra,laos
1288,Lao Army FC,379272,lao-army-fc,laos
1289,Master FC,338365,master-7-fc,laos
1290,Salavan United,1114634,salavan-united,laos
1291,Luang Prabang United,410075,luang-prabang-united,laos
1292,Champasak Avenir FC,410074,champasak-fc,laos
1293,Namtha United,462449,namtha-united,laos
1294,Savannakhet FC,1114663,savannakhet,laos
1295,Riga FC,162368,riga-fc,latvia
1296,RFS,68718,rfs,latvia
1297,FK Liepaja,146336,fk-liepaja,latvia
1298,BFC Daugavpils,41498,bfc-daugava-daugavpils,latvia
1299,FK Auda,5346,fk-auda,latvia
1300,FS Jelgava,36081,fs-jelgava,latvia
1301,SK Super Nova,282126,sk-super-nova,latvia
1302,FK Tukums 2000,36080,fk-tukums-2000,latvia
1303,FK Grobiņa,52220,grobinas-sc,latvia
1304,FK Metta,36082,fk-metta,latvia
1305,Al-Ahed,40657,al-ahed,lebanon
1306,Al-Ansar FC,47481,al-ansar-fc,lebanon
1307,Sagesse,208550,sagesse,lebanon
1308,Al Mabarrah,240952,al-mabarrah,lebanon
1309,Al-Safa Beirut,35893,al-safa-beirut,lebanon
1310,Al-Tadamon Sour,187263,al-tadamon-sour,lebanon
1311,Al-Bourj FC,329622,al-bourj-fc,lebanon
1312,Jwaaya FC,1117637,jwaaya-fc,lebanon
1313,Nejmeh SC,40658,nejmeh-sc,lebanon
1314,Racing Beirut,187266,racing-beirut,lebanon
1315,Al-Abbassieh FC,503248,reyady-abaseya,lebanon
1316,Shabab Al Sahel,187257,shabab-al-sahel,lebanon
1317,Manonyane FC,1093106,manonyane-fc,lesotho
1318,Lesotho Defence Force FC,1093086,lesotho-defence-force-fc,lesotho
1319,Machokha FC,1093104,machokha-fc,lesotho
1320,Lesotho Mounted Police Service FC,1093084,lesotho-mounted-police-service-fc,lesotho
1321,Linare FC,1093082,linare-fc,lesotho
1322,Majantja FC,1093089,majantja-fc,lesotho
1323,Lijabatho FC,1093083,lijabatho-fc,lesotho
1324,Limkokwing University FC,1093105,limkokwing-university-fc,lesotho
1325,Matlama FC,325650,matlama-fc,lesotho
1326,Bantu FC,1093087,bantu-fc,lesotho
1327,Lifofane FC,1093081,lifofane-fc,lesotho
1328,Liphakoe FC,1093102,liphakoe-fc,lesotho
1329,Lioli FC,1093088,lioli-fc,lesotho
1330,Lesotho Correctional Services FC,1093085,lesotho-correctional-services-fc,lesotho
1331,Maroala FC,1119815,maroala-fc,lesotho
1332,Members FC,1119816,members-fc,lesotho
1333,FC Fassell,337856,fc-fassell,liberia
1334,Heaven Eleven FC,459849,heaven-eleven-fc,liberia
1335,Watanga FC,317753,watanga-fc,liberia
1336,Discoveries SA,499927,discoveries-sa,liberia
1337,BEA Mountain FC,341429,bea-mountain-fc,liberia
1338,Global Pharma,477181,global-pharma,liberia
1339,LPRC Oilers FC,316151,lprc-oilers-fc,liberia
1340,Paynesville,477180,paynesville,liberia
1341,Black Man Warrior FC,933027,black-man-warrior-fc,liberia
1342,Liscr FC,277104,liscr-fc,liberia
1343,Freeport FC,341428,freeport-fc,liberia
1344,Mighty Barrolle,369882,mighty-barrolle,liberia
1345,Shaita FC,498033,shaita-fc,liberia
1346,Invincible Eleven FC,400520,invincible-eleven-fc,liberia
1347,Al Nasr SC Benghazi,305246,al-nasr-sc-benghazi,libya
1348,Al Akhdar SC,375031,al-akhdar-sc,libya
1349,Al Tahaddy Benghazi SC,375026,al-tahaddy-benghazi-sc,libya
1350,Al Anwar Al Abyar SC,375030,al-anwar-al-abyar-sc,libya
1351,Al Soqour Tobruk,404524,al-soqour-tobruk,libya
1352,Al Borouq FC,457681,al-borouq-fc,libya
1353,Khaleej Sirte SC,375024,khaleej-sirte-sc,libya
1354,Al Ansar Al Bayda,457682,al-ansar-al-bayda,libya
1355,Al Wefaq Ajdabiya,404519,al-wefaq-ajdabiya,libya
1356,FK Kauno Žalgiris,80741,fk-kauno-zalgiris,lithuania
1357,FC Hegelmann,171484,fc-hegelmann,lithuania
1358,FK Sūduva Marijampolė,5343,fk-suduva-marijampole,lithuania
1359,Šiauliai FA,312564,siauliai-fa,lithuania
1360,FK Žalgiris,5345,fk-zalgiris,lithuania
1361,Džiugas Telšiai,168446,dziugas-telsiai,lithuania
1362,FK Panevėžys,192763,fk-panevezys,lithuania
1363,FK Banga Gargždai,35388,fk-banga-gargzdai,lithuania
1364,FK Riteriai,310557,fk-riteriai,lithuania
1365,Dainava Alytus,192536,dainava-alytus,lithuania
1366,F91 Dudelange,5207,f91-dudelange,luxembourg
1367,Victoria Rosport,5387,victoria-rosport,luxembourg
1368,Una Strassen,46353,una-strassen,luxembourg
1369,US Mondorf-Les-Bains,38997,us-mondorf-les-bains,luxembourg
1370,Progrès Niederkorn,36201,progres-niederkorn,luxembourg
1371,Swift Hesperange,5382,swift-hesperange,luxembourg
1372,US Hostert,37263,us-hostert,luxembourg
1373,Jeunesse Esch,5383,jeunesse-esch,luxembourg
1374,Differdange FC 03,7605,differdange-fc-03,luxembourg
1375,FC Mamer 32,46350,fc-mamer-32,luxembourg
1376,FC Rodange 91,59964,fc-rodange-91,luxembourg
1377,Atert Bissen,38989,atert-bissen,luxembourg
1378,Racing FC Union Luxembourg,5261,racing-fc-union-luxembourg,luxembourg
1379,Jeunesse Canach,37256,jeunesse-canach,luxembourg
1380,Union Titus Petange,5378,union-titus-petange,luxembourg
1381,Un Kaerjeng 97,5384,un-kaerjeng-97,luxembourg
1382,Chao Pak Kei,469905,chao-pak-kei,macao
1383,Shao Jiang SC,1076070,shao-jiang-sc,macao
1384,Universidade de Macau,506264,universidade-de-macau,macao
1385,Cheng Fung,244318,cheng-fung,macao
1386,Benfica de Macau,213448,benfica-de-macau,macao
1387,Chiba,1076071,chiba,macao
1388,Hang Sai SC,320447,hang-sai-sc,macao
1389,Gala FC,506265,gala-fc,macao
1390,Lun Lok,278270,lun-lok,macao
1391,Sporting Clube De Macau,275175,sporting-clube-de-macau,macao
1392,Fosa Juniors,277170,fosa-juniors,madagascar
1393,FC Théo,1040360,fc-theo,madagascar
1394,Association Sportive d'Ambondrona de Diana,467611,association-sportive-dambondrona-de-diana,madagascar
1395,Tsaramandroso Formation FC,467610,tsaramandroso-formation-fc,madagascar
1396,Johor Darul Ta'zim,3327,johor-darul-tazim,malaysia
1397,Kuala Lumpur City FC,3324,kuala-lumpur-city-fc,malaysia
1398,Terengganu,3333,terengganu,malaysia
1399,Selangor Football Club,3323,selangor-football-club,malaysia
1400,Kelantan Darul Naim,314055,kelantan-darul-naim,malaysia
1401,Kuching City,338334,kuching-city,malaysia
1402,Negeri Sembilan,3331,negeri-sembilan,malaysia
1403,Melaka FC,464754,melaka-fc,malaysia
1404,Sabah FC,3329,sabah-fc,malaysia
1405,PDRM FC,138874,pdrm-fc,malaysia
1406,Penang,3330,penang,malaysia
1407,Immigration FC,464755,immigration-fc,malaysia
1408,Brunei DPMM FC,34085,brunei-dpmm-fc,malaysia
1409,Floriana FC,33584,floriana-fc,malta
1410,Marsaxlokk FC,7704,marsaxlokk-fc,malta
1411,Hibernians,5331,hibernians,malta
1412,Sliema Wanderers,5206,sliema-wanderers,malta
1413,Mosta FC,33572,mosta-fc,malta
1414,Valletta FC,5332,valletta-fc,malta
1415,Ħamrun Spartans FC,33583,hamrun-spartans-fc,malta
1416,Birkirkara FC,5330,birkirkara-fc,malta
1417,Zabbar Saint Patrick FC,33578,zabbar-saint-patrick-fc,malta
1418,Tarxien Rainbows FC,33580,tarxien-rainbows-fc,malta
1419,Gżira United FC,58327,gzira-united-fc,malta
1420,Naxxar Lions FC,53755,naxxar-lions-fc,malta
1421,Aiglon du Lamentin,491424,aiglon-du-lamentin-martinique,martinique
1422,RC Saint-Joseph,491522,rc-saint-joseph,martinique
1423,Club Péléen,491524,club-peleen,martinique
1424,AS Samaritaine,386965,as-samaritaine,martinique
1425,Émulation de Schœlcher,491544,emulation,martinique
1426,CO Trénelle,491533,co-trenelle,martinique
1427,Golden Star,210095,golden-star,martinique
1428,Club Colonial,400188,club-colonial,martinique
1429,Golden Lion,401238,golden-lion,martinique
1430,Club Franciscain,184711,club-franciscain,martinique
1431,Espoir de Sainte-luce,491534,espoir,martinique
1432,AS Morne des Esses,491521,as-morne-des-esses,martinique
1433,Inter de Sainte-Anne,491421,inter-de-sainte-anne,martinique
1434,US Robert,401239,us-robert,martinique
1435,Al-Hilal Omdurman,69322,al-hilal-omdurman,mauritania
1436,FC Nouadhibou,134304,fc-nouadhibou,mauritania
1437,Chemal FC,457858,chemal-fc,mauritania
1438,Nouakchott Kings,305253,nouakchott-kings,mauritania
1439,AS Douanes,339159,as-douanes,mauritania
1440,Al-Merrikh,69320,al-merrikh,mauritania
1441,Tevragh Zeina,313217,tevragh-zeina,mauritania
1442,AS Pompier,462642,as-pompier,mauritania
1443,FC Inter Nouakchott,338179,fc-inter-de-nouakchott,mauritania
1444,Kaédi FC,337949,kaedi-fc,mauritania
1445,ASCG Gendrim,408952,asc-gendrim,mauritania
1446,ASC Snim,325655,asc-snim,mauritania
1447,FC N'Zidane,929753,fc-nzidane,mauritania
1448,FC Ksar,313208,asc-ksar,mauritania
1449,AS Garde Nationale,459440,as-garde-nationale,mauritania
1450,ASC Touldé,929752,asc-toulde,mauritania
1451,Cercle de Joachim SC,372914,cercle-de-joachim-sc,mauritius
1452,La Cure Waves SC,395848,la-cure-waves-sc,mauritius
1453,Pamplemousses SC,325646,pamplemousses-sc,mauritius
1454,Petite Rivière Noire FC,372910,petite-riviere-noire-fc,mauritius
1455,Chebel Citizens SC,374263,chebel-citizens-sc,mauritius
1456,AS Vacoas-Phoenix,372912,as-vacoas-phoenix,mauritius
1457,AS Port-Louis 2000,246935,as-port-louis-2000,mauritius
1458,Pointe-aux-Sables Mates,374262,pointe-aux-sables-mates,mauritius
1459,Entente Boulet Rouge SC,372913,entente-boulet-rouge-sc,mauritius
1460,Grande Riviere Sud Est Wanderers,372908,grande-riviere-sud-est-wanderers,mauritius
1461,Bandrélé FC,505057,bandrele-fc,mayotte
1462,Football Club de Mtsapéré,505059,football-club-de-mtsapere,mayotte
1463,Diables Noirs de Combani,505054,diables-noirs-de-combani,mayotte
1464,Jumeaux  Mzouazia,181746,jumeaux-mzouazia,mayotte
1465,UCS Sada,517866,ucs-sada,mayotte
1466,FC de Sohoa,934897,fc-de-sohoa,mayotte
1467,ACSj. de M'liha,934904,acsj-de-mliha,mayotte
1468,FMJ Vahibé,517867,fmj-vahibe,mayotte
1469,L'Esperance d'Iloni,934901,lesperance-diloni,mayotte
1470,Union Sportive de Kavani,505055,union-sportive-de-kavani,mayotte
1471,ASC Kawéni,505056,asc-kaweni,mayotte
1472,AJ Kani-Kéli,505053,aj-kani-keli,mayotte
1473,Sheriff Tiraspol,5173,sheriff,moldova
1474,FC Petrocub Hîncesti,167232,fc-petrocub-hincesti,moldova
1475,FC Zimbru Chişinău,5265,zimbru-chisinau,moldova
1476,FC Milsami Orhei,53475,fc-milsami-orhei,moldova
1477,FC Bălți,353848,fc-balti,moldova
1478,Dacia Buiucani,54679,dacia-buiucani,moldova
1479,FC Politehnica,5177,fc-politehnica,moldova
1480,CSF Spartanii Selemet,81139,csf-spartanii-selemet,moldova
1481,SP Falcons FC,350408,sp-falcons-fc,mongolia
1482,Khangarid,338741,khangarid,mongolia
1483,FC Ulaanbaatar,338715,fc-ulaanbaatar,mongolia
1484,Deren FC,350409,deren,mongolia
1485,Khoromkhon Club,350465,khoromkhon-club,mongolia
1486,Khovd,350464,khovd,mongolia
1487,Hunters FC,801716,hunters-fc,mongolia
1488,Khaan Khuns-Erchim FC,246653,khaan-khuns-erchim-fc,mongolia
1489,TUV Azarganuud,350461,tuv-buganuud,mongolia
1490,Brera Ilch FC,485804,brera-ilch-fc,mongolia
1491,FK Sutjeska Nikšić,6224,fk-sutjeska-niksic,montenegro
1492,FK Dečić Tuzi,6226,fk-decic-tuzi,montenegro
1493,FK Arsenal Tivat,37956,fk-arsenal-tivat,montenegro
1494,Mladost DG,327162,mladost-dg,montenegro
1495,OFK Petrovac,6216,ofk-petrovac,montenegro
1496,FK Budućnost Podgorica,5143,fk-buducnost-podgorica,montenegro
1497,FK Jezero,24312,fk-jezero,montenegro
1498,FK Jedinstvo Bijelo Polje,6219,fk-jedinstvo-bijelo-polje,montenegro
1499,FK Mornar Bar,36019,fk-mornar-bar,montenegro
1500,FK Bokelj Kotor,7581,fk-bokelj-kotor,montenegro
1501,AS FAR Rabat,24394,as-far-rabat,morocco
1502,CODM Meknès,55025,codm-meknes,morocco
1503,Difaâ Hassani El-Jadidi,55043,difaa-hassani-el-jadidi,morocco
1504,Fath Union Sport,55027,fath-union-sport,morocco
1505,Hassania d'Agadir,55039,hassania-dagadir,morocco
1506,Ittihad Tanger,87180,ittihad-tanger,morocco
1507,Kawkab Athletic Club Marrakech,47696,kawkab-athletic-club-marrakech,morocco
1508,MAS de Fès,55035,mas-de-fes,morocco
1509,Olympic Safi,55037,olympic-safi,morocco
1510,Olympique Dcheira,204299,olympique-dcheira,morocco
1511,Raja Club Athletic,41757,raja-club-athletic,morocco
1512,Renaissance Zemamra,263373,renaissance-zemamra,morocco
1513,RS Berkane,80395,rs-berkane,morocco
1514,Union Sportive Yacoub El Mansour,479104,union-sportive-yacoub-el-mansour,morocco
1515,Union Touarga Sport,118834,union-touarga-sport,morocco
1516,Wydad Casablanca,36268,wydad-casablanca,morocco
1517,União Desportiva do Songo,278161,uniao-desportiva-do-songo,mozambique
