,teamName,id,teamslug,teamorigin
1998,Marist FC,246594,marist-fc,solomon-islands
1999,SOSA FC,470827,sosa-fc,solomon-islands
2000,Juniper FC,470826,juniper-fc,solomon-islands
2001,Laugu United Honiara,371201,laugu-united-honiara,solomon-islands
2002,FC Southern United Honiara,371199,fc-southern-united-honiara,solomon-islands
2003,GHUPO FC,1087197,ghupo-fc,solomon-islands
2004,Waneagu United FC,383571,waneagu-united-fc,solomon-islands
2005,Mogadisho City Club,517780,mogadisho-city-club,somalia
2006,Heegan,517778,heegan,somalia
2007,Horseed,326976,horseed,somalia
2008,FC Dekadaha,290054,fc-dekadaha,somalia
2009,Elman,517779,elman,somalia
2010,Gaadiidka FC,486191,gaadiidka-fc,somalia
2011,Jeenyo,517783,jeenyo,somalia
2012,Kigs SC,517776,kigs-sc,somalia
2013,Badbaado,517784,badbaado,somalia
2014,Raadsan,517782,raadsan,somalia
2015,Gasco FC,1039627,gasco-fc,somalia
2016,Madbacada FC,1039626,madbacada-fc,somalia
2017,Sekhukhune United,371341,sekhukhune-united,south-africa
2018,Kaizer Chiefs,7663,kaizer-chiefs,south-africa
2019,Mamelodi Sundowns,7665,mamelodi-sundowns,south-africa
2020,TS Galaxy,295408,ts-galaxy,south-africa
2021,Orlando Pirates,7668,orlando-pirates,south-africa
2022,Durban City FC,829159,durban-city-fc-2024,south-africa
2023,AmaZulu FC,7655,amazulu-fc,south-africa
2024,Marumo Gallants FC,263077,marumo-gallants-fc,south-africa
2025,Lamontville Golden Arrows,7664,lamontville-golden-arrows,south-africa
2026,Polokwane City,25002,polokwane-city,south-africa
2027,Siwelele FC,1113108,siwelele-fc,south-africa
2028,Richards Bay FC,263079,richards-bay-fc,south-africa
2029,Stellenbosch,43555,stellenbosch,south-africa
2030,Magesi FC,90844,magesi-fc,south-africa
2031,ORBIT College FC,275818,orbit-college-fc,south-africa
2032,Chippa United,70946,chippa-united,south-africa
2033,Jeonbuk Hyundai Motors,6908,jeonbuk-hyundai-motors,south-korea
2034,Gimcheon Sangmu FC,7647,gimcheon-sangmu-fc,south-korea
2035,Daejeon Hana Citizen,7645,daejeon-hana-citizen,south-korea
2036,Pohang Steelers,7650,pohang-steelers,south-korea
2037,Gangwon FC,34220,gangwon-fc,south-korea
2038,FC Seoul,7646,fc-seoul,south-korea
2039,Gwangju FC,48912,gwangju-fc,south-korea
2040,Ulsan HD,7653,ulsan-hd,south-korea
2041,FC Anyang,32675,fc-anyang,south-korea
2042,Suwon FC,41261,suwon-fc,south-korea
2043,Jeju SK,7649,jeju-united,south-korea
2044,Daegu FC,7644,daegu-fc,south-korea
2045,Jamus SSC,1048175,jamus-ssc,south-sudan
2046,Kator FC,1048173,kator-fc,south-sudan
2047,El Merriekh Bentiu,531368,al-merriekh-bentiu,south-sudan
2048,Holy Family FC,1048172,holy-family-fc,south-sudan
2049,Koryom FC,1048176,koryom-fc,south-sudan
2050,Malakia SSC,1048164,malakia-ssc,south-sudan
2051,Wajuma FC,1048166,wajuma-fc,south-sudan
2052,Salam Aweil FC,1048169,salam-aweil,south-sudan
2053,Al-Hilal Wau,1048174,al-hilal-wau,south-sudan
2054,Olympic Renk,1048165,olympic-renk,south-sudan
2055,Bentiu City SC,1048171,bentiu-city-sc,south-sudan
2056,Lion Hunters,1048170,lion-hunters,south-sudan
2057,Young Stars FC,1048167,young-stars-fc,south-sudan
2058,Nile City FC,1048168,nile-city-fc,south-sudan
2059,SV Robinhood,322627,sv-robinhood,suriname
2060,SV Transvaal,410519,sv-transvaal,suriname
2061,SV Voorwaarts,410515,sv-voorwaarts,suriname
2062,SV Notch,410518,sv-notch,suriname
2063,Politie Voetbal Vereniging,410511,politie-voetbal-vereniging,suriname
2064,Inter Moengotapoe,410521,inter-moengotapoe,suriname
2065,Inter Wanica,410520,inter-wanica,suriname
2066,SV Leo Victor,410517,sv-leo-victor,suriname
2067,SV Flora,460144,sv-flora,suriname
2068,SV Broki,410516,sv-broki,suriname
2069,Mjällby AIF,1783,mjallby-aif,sweden
2070,Hammarby IF,1758,hammarby-if,sweden
2071,AIK,1764,aik,sweden
2072,Malmö FF,1892,malmo-ff,sweden
2073,GAIS,1786,gais-goteborg,sweden
2074,IFK Göteborg,1761,ifk-goteborg,sweden
2075,IF Elfsborg,1762,if-elfsborg,sweden
2076,Djurgårdens IF,1759,djurgardens-if,sweden
2077,IF Brommapojkarna,1787,if-brommapojkarna,sweden
2078,BK Häcken,1760,bk-hacken,sweden
2079,IFK Norrköping,1769,ifk-norrkoping,sweden
2080,IK Sirius,1793,ik-sirius,sweden
2081,Halmstads BK,1767,halmstads-bk,sweden
2082,Östers IF,1781,osters-if,sweden
2083,Degerfors IF,1807,degerfors-if,sweden
2084,IFK Värnamo,1842,ifk-varnamo,sweden
2085,FC Thun,2454,fc-thun,switzerland
2086,FC St. Gallen 1879,2442,fc-st-gallen-1879,switzerland
2087,Basel,2501,basel,switzerland
2088,FC Luzern,2453,fc-luzern,switzerland
2089,Young Boys,2445,young-boys,switzerland
2090,FC Sion,2452,fc-sion,switzerland
2091,FC Zürich,2450,fc-zurich,switzerland
2092,Grasshopper Club Zürich,2449,grasshopper-club-zurich,switzerland
2093,FC Lausanne-Sport,2446,fc-lausanne-sport,switzerland
2094,FC Lugano,2443,fc-lugano,switzerland
2095,Servette FC,2448,servette-fc,switzerland
2096,FC Winterthur,2458,fc-winterthur,switzerland
2097,CSKA Dushanbe,256633,cska-dushanbe,tajikistan
2098,FC Istiklol,189871,fc-istiklol,tajikistan
2099,FC Vakhsh Bokhtar,314166,fc-vakhsh-bokhtar,tajikistan
2100,Ravshan,86064,ravshan,tajikistan
2101,FC Khujand,403557,fc-khujand,tajikistan
2102,Regar-TadAZ,86348,regar-tadaz,tajikistan
2103,FC Eskhata,277020,fc-eskhata,tajikistan
2104,FC Barkchi,248591,fc-barkchi,tajikistan
2105,Khosilot Parkhar,244991,khosilot-parkhar,tajikistan
2106,FC Istaravshan,308848,fc-istaravshan,tajikistan
2107,Hulbuk,268099,hulbuk,tajikistan
2108,Panjshir,264157,panjshir,tajikistan
2109,Azam FC,212411,azam-fc,tanzania
2110,Coastal Union,212413,coastal-union,tanzania
2111,Dodoma Jiji FC,360785,dodoma-jiji-fc,tanzania
2112,Fountain Gate,426058,singida-bs-fc,tanzania
2113,JKT Tanzania,296055,jkt-tanzania,tanzania
2114,KMC FC,296103,kmc-fc,tanzania
2115,Mashujaa FC,376323,mashujaa-fc,tanzania
2116,Mbeya City FC,212414,mbeya-city-fc,tanzania
2117,Mtibwa Sugar,212407,mtibwa-sugar,tanzania
2118,Namungo FC,327299,namungo-fc,tanzania
2119,Pamba SC,318547,pamba-sc,tanzania
2120,Simba SC,212409,simba-sc,tanzania
2121,Singida Black Stars SC,353799,ihefu-fc,tanzania
2122,Tabora United,380759,tabora-united,tanzania
2123,Tanzania Prisons,212406,tanzania-prisons,tanzania
2124,Young Africans Sport Club,134320,young-africans-sport-club,tanzania
2125,Buriram United,34218,buriram-united,thailand
2126,Muang Thong United,39946,muang-thong-united,thailand
2127,Ratchaburi,85743,ratchaburi,thailand
2128,True Bangkok United,85741,true-bangkok-united,thailand
2129,Ayutthaya United,256902,ayutthaya-united,thailand
2130,Port FC,40661,port-fc,thailand
2131,BG Pathum United,35607,bg-pathum-united,thailand
2132,Chiangrai United,66566,chiangrai-united,thailand
2133,Sukhothai,212198,sukhothai,thailand
2134,Nakhon Ratchasima Mazda FC,188874,nakhon-ratchasima-mazda-fc,thailand
2135,PT Prachuap FC,252115,pt-prachuap-fc,thailand
2136,Chonburi FC,35886,chonburi,thailand
2137,Kanchanaburi Power FC,393338,dragon-pathumwan-kanchanaburi,thailand
2138,Lamphun Warrior,310778,lamphun-warrior,thailand
2139,Rayong FC,254730,rayong-fc,thailand
2140,Uthai Thani FC,338810,uthai-thani-fc,thailand
2141,Folaha Marist Kauvai,556523,folaha-marist-kauvai,tonga
2142,Lavengatonga FC,556518,lavengatonga-fc,tonga
2143,Veitongo FC,556524,veitongo-fc,tonga
2144,Longoteme FC,931718,longoteme-fc,tonga
2145,Marist Ma'ufanga FC,556520,marist-maufanga-fc,tonga
2146,Fahefa FC,931712,fahefa-fc,tonga
2147,Fua'amotu FC,931716,fuaamotu-fc,tonga
2148,Lapaha FC,931715,lapaha-fc,tonga
2149,'Atataa FC,931713,atataa-fc,tonga
2150,Afaa II,931714,afaa-ii,tonga
2151,Defence Force FC,246035,defence-force-fc,trinidad-and-tobago
2152,Central FC,201262,central-fc,trinidad-and-tobago
2153,Police FC,231913,police-fc,trinidad-and-tobago
2154,AC Port Of Spain,340384,ac-port-of-spain,trinidad-and-tobago
2155,San Juan Jabloteh,36403,san-juan-jabloteh,trinidad-and-tobago
2156,Club Sando Moruga,246027,club-sando-moruga,trinidad-and-tobago
2157,Morvant Caledonia United,73718,morvant-caledonia-united,trinidad-and-tobago
2158,La Horquetta Rangers,245988,la-horquetta-rangers,trinidad-and-tobago
2159,FC Phoenix 1976,498823,fc-phoenix-1976,trinidad-and-tobago
2160,Prisons FC,477699,prisons-fc,trinidad-and-tobago
2161,Eagles FC,340385,eagles-fc,trinidad-and-tobago
2162,Point Fortin FC,289211,point-fortin-fc,trinidad-and-tobago
2163,ES Zarzis,59630,es-zarzis,tunisia
2164,Club Africain,39618,club-africain,tunisia
2165,Espérance Tunis,59628,esperance-tunis,tunisia
2166,Stade Tunisien,59636,stade-tunisien,tunisia
2167,ES Métlaoui,112647,es-metlaoui,tunisia
2168,US Monastir,59638,us-monastir,tunisia
2169,JS Omrane,341145,js-omrane,tunisia
2170,US Ben Guerdane,148874,us-ben-guerdane,tunisia
2171,Avenir Sportif De Gabes,59616,avenir-sportif-de-gabes,tunisia
2172,CS Sfaxien,44463,cs-sfaxien,tunisia
2173,Etoile Sportive Du Sahel,35188,etoile-sportive-du-sahel,tunisia
2174,Avenir Sportif De La Marsa,59614,avenir-sportif-de-la-marsa,tunisia
2175,JS Kairouanaise,59632,js-kairouanaise,tunisia
2176,CA Bizertin,59618,ca-bizertin,tunisia
2177,Olympique Béja,59634,olympique-beja,tunisia
2178,AS Soliman,274247,as-soliman,tunisia
2179,Galatasaray,3061,galatasaray,turkey
2180,Trabzonspor,3051,trabzonspor,turkey
2181,Göztepe,3054,goztepe,turkey
2182,Konyaspor,3085,konyaspor,turkey
2183,Fenerbahçe,3052,fenerbahce,turkey
2184,Samsunspor,3053,yilport-samsunspor,turkey
2185,Antalyaspor,3056,antalyaspor,turkey
2186,Gaziantep FK,5138,gaziantep-fk,turkey
2187,Alanyaspor,6362,alanyaspor,turkey
2188,Eyüpspor,7040,eyupspor,turkey
2189,Beşiktaş,3050,besiktas,turkey
2190,Fatih Karagümrük,4954,fatih-karagumruk,turkey
2191,Başakşehir FK,3086,basaksehir-fk,turkey
2192,Kayserispor,3072,kayserispor,turkey
2193,Kocaelispor,3065,kocaelispor,turkey
2194,Çaykur Rizespor,3064,caykur-rizespor,turkey
2195,Kasımpaşa,6063,kasimpasa,turkey
2196,Gençlerbirliği,7802,genclerbirligi,turkey
2197,Arkadag FK,469420,arkadag-fk,turkmenistan
2198,Ahal FK,186777,ahal-fk,turkmenistan
2199,Altyn Asyr FK,164020,altyn-asyr-fk,turkmenistan
2200,Şagadam FK,345700,sagadam-fk,turkmenistan
2201,Nebitçi FT,165986,nebitci-ft,turkmenistan
2202,Aşgabat FK,345719,asgabat-fk,turkmenistan
2203,Merw FK,345697,merw-fk,turkmenistan
2204,FK Köpetdag Aşgabat,345696,fk-kopetdag-asgabat,turkmenistan
2205,Academy Eagles,497453,academy-eagles,turks-and-caicos-islands
2206,SWA Sharks FC,485254,swa-sharks-fc,turks-and-caicos-islands
2207,Beaches FC,939077,beaches-fc,turks-and-caicos-islands
2208,Teachers FC,497456,teachers-fc,turks-and-caicos-islands
2209,Provo United SC,939076,provo-united-sc,turks-and-caicos-islands
2210,Cheshire Hall FC,497455,cheshire-hall-fc,turks-and-caicos-islands
2211,Teachers Young Strikers FC,939075,teachers-young-strikers-fc,turks-and-caicos-islands
2212,Vipers SC,203350,vipers-sc,uganda
2213,NEC FC,406106,nec-fc,uganda
2214,BUL FC,265589,bul-fc,uganda
2215,Uganda Revenue Authority,265582,uganda-revenue-authority,uganda
2216,Kampala City,134274,kampala-city,uganda
2217,Kitara FC,371630,kitara-fc,uganda
2218,Maroons,200961,maroons,uganda
2219,SC Villa,265588,sc-villa,uganda
2220,UPDF,203352,updf,uganda
2221,Express FC,200962,express-fc,uganda
2222,Police FC,265726,police-fc,uganda
2223,Mbarara City,261798,mbarara-city,uganda
2224,Lugazi FC,306770,lugazi-municipal-fc,uganda
2225,Bright Stars,213040,bright-stars,uganda
2226,Wakiso Giants F.C,294862,wakiso-giants-fc,uganda
2227,Mbale Heroes,312518,kiboga-young-fc,uganda
2228,Dynamo Kyiv,3305,dynamo-kyiv,ukraine
2229,Shakhtar Donetsk,3313,shakhtar-donetsk,ukraine
2230,Kolos Kovalivka,200776,kolos-kovalivka,ukraine
2231,FC Kryvbas Kryvyi Rih,294048,fc-kryvbas-kryvyi-rih,ukraine
2232,Kudrivka,316055,kudrivka-irpin,ukraine
2233,Zorya Luhansk,5987,zorya-luhansk,ukraine
2234,Metalist 1925,266889,metalist-1925,ukraine
2235,Obolon Kyiv,138564,obolon-kyiv,ukraine
2236,LNZ Cherkasy,284427,lnz-cherkasy,ukraine
2237,Karpaty Lviv,3316,karpaty-lviv,ukraine
2238,NK Veres Rivne,200773,veres-rivne,ukraine
2239,Polissya Zhytomyr,258536,polissya-zhytomyr,ukraine
2240,SC Poltava,319350,sc-poltava,ukraine
2241,Rukh Lviv,229644,rukh-lviv,ukraine
2242,FC Epicentr Dunaivtsi,323552,fc-epicentr-dunaivtsi,ukraine
2243,Oleksandria,25479,oleksandria,ukraine
2244,Al-Ain,37082,al-ain,united-arab-emirates
2245,Al-Nasr Dubai,46332,al-nasr-dubai,united-arab-emirates
2246,Al-Wahda FC,264115,al-wahda-fc,united-arab-emirates
2247,Shabab Al-Ahli Dubai,264111,shabab-al-ahli-dubai,united-arab-emirates
2248,Al-Dhafra,81305,al-dhafra,united-arab-emirates
2249,Al Bataeh,331952,al-bataeh,united-arab-emirates
2250,Al-Jazira,8090,al-jazira,united-arab-emirates
2251,Khor Fakkan,234227,khor-fakkan,united-arab-emirates
2252,Al-Ittihad Kalba,55705,al-ittihad-kalba,united-arab-emirates
2253,Al-Sharjah,34060,al-sharjah,united-arab-emirates
2254,Al Wasl,47674,al-wasl,united-arab-emirates
2255,Dibba Al-Fujairah,81309,dibba-al-fujairah,united-arab-emirates
2256,Ajman,58687,ajman,united-arab-emirates
2257,Baniyas,58689,baniyas,united-arab-emirates
2258,Philadelphia Union,39833,philadelphia-union,usa
2259,FC Cincinnati,215167,fc-cincinnati,usa
2260,Charlotte FC,404108,charlotte-fc,usa
2261,Nashville SC,337612,nashville-sc,usa
2262,Orlando City SC,52237,orlando-city-sc,usa
2263,Inter Miami CF,337602,inter-miami-cf,usa
2264,Columbus Crew,2504,columbus-crew,usa
2265,New York City FC,187643,new-york-city-fc,usa
2266,New York Red Bulls,2506,new-york-red-bulls,usa
2267,Chicago Fire,2505,chicago-fire,usa
2268,New England Revolution,2511,new-england-revolution,usa
2269,Atlanta United,243211,atlanta-united,usa
2270,Toronto FC,7080,toronto-fc,usa
2271,CF Montréal,22006,cf-montreal,usa
2272,DC United,2502,dc-united,usa
2273,Nasaf Qarshi,34017,nasaf-qarshi,uzbekistan
2274,Neftchi Fergana,36256,neftchi-fargona,uzbekistan
2275,Dinamo Samarqand,40259,dinamo-samarqand,uzbekistan
2276,FC OKMK,40268,fc-agmk,uzbekistan
2277,Pakhtakor Tashkent,34310,pakhtakor-tashkent,uzbekistan
2278,FC Bunyodkor,23481,fc-bunyodkor,uzbekistan
2279,Navbahor Namangan,40263,navbahor-namangan,uzbekistan
2280,PFK Qizilqum,40265,pfk-qizilqum,uzbekistan
2281,Surkhon Termez,287019,surkhon-termez,uzbekistan
2282,FC Sogdiana Jizzakh,48614,fc-sogdiana-jizzakh,uzbekistan
2283,PFK Andijon,40267,pfk-andijon,uzbekistan
2284,PFK Xorazm,40260,pfk-xorazm,uzbekistan
2285,FK Kokand 1912,191273,fk-kokand-1912,uzbekistan
2286,Mash Al Mubarek,40264,mash-al-mubarek,uzbekistan
2287,FC Buxoro,48613,fc-buxoro,uzbekistan
2288,PFC Shurtan,40262,pfc-shurtan,uzbekistan
2289,ABM Galaxy FC,338553,abm-galaxy-fc,vanuatu
2290,Ifira Black Bird,398624,ifira-black-bird,vanuatu
2291,Mauriki FC,397749,mauriki-fc,vanuatu
2292,North Efate United FC,397750,north-efate-united-fc,vanuatu
2293,Naka FC,501041,naka-fc,vanuatu
2294,Tupuji Imere FC,398623,tupuji-imere-fc,vanuatu
2295,Deportivo La Guaira,36437,deportivo-la-guaira,venezuela
2296,Deportivo Táchira,6231,deportivo-tachira,venezuela
2297,Carabobo,6229,carabobo,venezuela
2298,Monagas,6233,monagas,venezuela
2299,Caracas F.C.,6230,caracas-fc,venezuela
2300,Zamora,6237,zamora,venezuela
2301,Academia Puerto Cabello,230725,academia-puerto-cabello,venezuela
2302,Universidad Central,249952,ucv-fc,venezuela
2303,Estudiantes de Mérida,7745,estudiantes-de-merida,venezuela
2304,Rayo Zuliano,386310,rayo-zuliano,venezuela
2305,Anzoátegui FC,418693,academia-anzoategui-fc,venezuela
2306,Metropolitanos,162480,metropolitanos,venezuela
2307,Portuguesa FC,6234,portuguesa-fc,venezuela
2308,Yaracuyanos FC,36435,yaracuyanos-fc,venezuela
2309,Ninh Bình FC,253057,phu-dong-ninh-binh,vietnam
2310,Công An Hà Nội,193616,cong-an-ha-noi,vietnam
2311,Thể Công - Viettel,231270,the-cong-viettel,vietnam
2312,Nam Định,33127,nam-djinh,vietnam
2313,Hồng Lĩnh Hà Tĩnh,309496,hong-linh-ha-tinh,vietnam
2314,Công An Hồ Chí Minh City,33120,ho-chi-minh-city,vietnam
2315,Hải Phòng,33124,hai-phong,vietnam
2316,PVF-Công An Nhân Dân,465466,pvf-cong-an-nhan-dan,vietnam
2317,Becamex Ho Chi Minh City FC,33119,becamex-binh-duong,vietnam
2318,Sông Lam Nghệ An,33129,song-lam-nghe-an,vietnam
2319,Hà Nội,33130,ha-noi,vietnam
2320,SHB Đà Nẵng,33121,shb-dja-nang,vietnam
2321,Hoàng Anh Gia Lai,33125,lpbank-hoang-anh-gia-lai,vietnam
2322,Đông Á Thanh Hóa,33030,dong-a-thanh-hoa,vietnam
2323,Caernarfon Town,4909,caernarfon-town,wales
2324,Bala Town,36255,bala-town,wales
2325,Penybont,115185,penybont,wales
2326,Briton Ferry Llansawel AFC,130034,briton-ferry-llansawel-afc,wales
2327,The New Saints,4921,the-new-saints,wales
2328,Connah's Quay Nomads,4912,connahs-quay-nomads,wales
2329,Barry Town,35186,barry-town,wales
2330,Haverfordwest County AFC,4915,haverfordwest-county-afc,wales
2331,Colwyn Bay,45005,colwyn-bay,wales
2332,Flint Town United,37090,flint-town-united,wales
2333,Cardiff Met FC,167106,cardiff-met-fc,wales
2334,Llanelli AFC,4916,llanelli-afc,wales
2335,Nchanga Rangers,191730,nchanga-rangers,zambia
2336,FC Muza,308681,fc-muza,zambia
2337,Zanaco,191878,zanaco,zambia
2338,Nkana FC,134316,nkana-fc,zambia
2339,Red Arrows,191734,red-arrows,zambia
2340,Konkola Blades,191733,konkola-blades,zambia
2341,Green Eagles,191725,green-eagles,zambia
2342,Power Dynamos,191877,power-dynamos,zambia
2343,ZESCO United,191184,zesco-united,zambia
2344,Mufulira Wanderers,191732,mufulira-wanderers,zambia
2345,Kabwe Warriors,215960,kabwe-warriors,zambia
2346,Green Buffaloes,191879,green-buffaloes,zambia
2347,Nkwazi,191727,nkwazi,zambia
2348,Kansanshi Dynamos,327856,kansanshi-dynamos,zambia
2349,Prison Leopards,308679,prison-leopards,zambia
2350,NAPSA Stars,191728,napsa-stars,zambia
2351,Mines United,1099217,mines-united,zambia
2352,Mutondo Stars,485622,mutondo-stars,zambia
2353,Simba Bhora FC,465301,simba-bhora-fc,zimbabwe
2354,Scottland FC,1078496,scottland-fc,zimbabwe
2355,Ngezi Platinum Stars FC,281225,ngezi-platinum,zimbabwe
2356,MWOS FC,1078498,mwos-fc,zimbabwe
2357,TelOne FC,313073,telone-fc,zimbabwe
2358,Herentals College FC,281226,herentals-fc,zimbabwe
2359,ZPC Kariba,281227,zpc-kariba,zimbabwe
2360,FC Platinum,277304,fc-platinum,zimbabwe
2361,Highlanders FC,281233,highlanders-fc,zimbabwe
2362,Triangle United FC,281236,triangle-fc,zimbabwe
2363,CAPS United,246937,caps-united,zimbabwe
2364,Chicken Inn,281231,chicken-inn,zimbabwe
2365,Manica Diamonds,313071,manica-diamonds,zimbabwe
2366,Yadah FC,257812,yadah-fc,zimbabwe
2367,Bikita Minerals,509544,zifa-ersl-champions,zimbabwe
2368,Dynamos Harare FC,281232,dynamos-harare-fc,zimbabwe
2369,GreenFuel FC,465302,greenfuel-fc,zimbabwe
2370,Kwekwe United FC,1078497,kwekwe-united-fc,zimbabwe
2371,Al Shamal SC,170366,al-shamal-sc,qatar
2372,Qatar SC,25914,qatar-sc,qatar
2373,Al-Wakrah,44440,al-wakrah,qatar
2374,Al-Sadd,39733,al-sadd,qatar
2375,Al-Gharafa,34312,al-gharafa,qatar
2376,Al-Rayyan,40660,al-rayyan,qatar
2377,Al-Arabi SC,44444,al-arabi-sc,qatar
2378,Umm-Salal SC,32490,umm-salal-sc,qatar
2379,Al Duhail,44441,al-duhail,qatar
2380,Al-Shahaniya,170364,al-shahaniya,qatar
2381,Al-Sailiya,44439,al-sailiya,qatar
2382,Al-Ahli Doha,44443,al-ahli-doha,qatar
2383,Nsingizini Hotspur,449743,nsingizini-hotspur,swaziland
2384,Royal Leopards FC,390849,royal-leopards-fc,swaziland
2385,Young Buffaloes FC,277109,young-buffaloes-fc,swaziland
2386,Green Mamba FC,325660,green-mamba-fc,swaziland
2387,Moneni Pirates,404702,moneni-pirates,swaziland
2388,Illovo FC,488100,illovo-fc,swaziland
2389,Mbabane Swallows,134330,mbabane-swallows,swaziland
2390,Mbabane Highlanders,404708,mbabane-highlanders,swaziland
2391,Ezulwini United FC,404699,ezulwini-united-fc,swaziland
2392,Manzini Sea Birds,404709,manzini-sea-birds,swaziland
2393,Sisonkhe FC,904898,sisonkhe-fc,swaziland
2394,Rangers Shiselweni FC,404704,rangers-shiselweni-fc,swaziland
2395,Sidvwashini United,904900,sidvwashini-united,swaziland
2396,Madlenya,449742,madlenya,swaziland
2397,Al Nahda SC,40648,al-nahda,oman
2398,Sohar SC,99993,sohar,oman
2399,Al Nasr S.C.S.C.,82259,al-nasr-scsc,oman
2400,Bahla SC,185578,bahla,oman
2401,Al Shabab SC Oman,57449,al-shabab-oman,oman
2402,Oman Club SC,57443,oman-club,oman
2403,Al Khaboora SC,173430,al-khaboora,oman
2404,Al Seeb SC,71044,al-seeb,oman
2405,Dhofar SC,57455,dhofar,oman
2406,Ibri SC,333327,ibri-club,oman
2407,Al Rustaq SC,185570,al-rustaq,oman
2408,Saham SC,40647,saham,oman
2409,Sur SC,57439,sur,oman
2410,Samail SC,185588,samail-sc,oman
2411,Al-Nassr,23400,al-nassr,saudi-arabia
2412,Al-Ittihad,34315,al-ittihad,saudi-arabia
2413,Al-Khaleej,167228,al-khaleej,saudi-arabia
2414,Al-Qadsiah,56027,al-qadisiyah,saudi-arabia
2415,Al-Hilal,21895,al-hilal,saudi-arabia
2416,Al-Ettifaq,34318,al-ettifaq,saudi-arabia
2417,Al-Fayha,168094,al-fayha,saudi-arabia
2418,Al-Ahli,34469,al-ahli,saudi-arabia
2419,Al-Hazem,168086,al-hazem,saudi-arabia
2420,Damac FC,204126,damac-fc,saudi-arabia
2421,Al-Fateh,56023,al-fateh,saudi-arabia
2422,Al-Kholood,269199,al-kholood,saudi-arabia
2423,Neom SC,530631,neom-sc,saudi-arabia
2424,Al-Najma SC,395831,al-najma,saudi-arabia
2425,Al-Riyadh,168088,al-riyadh,saudi-arabia
2426,Al-Okhdood,336456,al-okhdood,saudi-arabia
2427,Al-Shabab,34313,al-shabab,saudi-arabia
2428,Al-Taawoun,56021,al-taawoun,saudi-arabia
2429,Al Karamah,23479,al-karamah,syria
2430,Al-Ittihad Ahli of Aleppo SC,40652,al-ittihad-ahli-of-aleppo-sc,syria
2431,Al Wahda Damascus,86846,al-wahda-damascus,syria
2432,Hutteen SC,189180,hutteen-sc,syria
2433,Al-Wathba SC,271915,al-wathba-sc,syria
2434,Al Taliya,186006,al-taliya,syria
2435,Al-Fotuwa,391974,al-fotuwa,syria
2436,Tishreen SC,157792,tishreen-sc,syria
2437,Al-Jaish SC,40651,al-jaish-sc,syria
2438,Jableh SC,233789,jableh-sc,syria
2439,Al-Shouleh,827231,al-shouleh,syria
2440,Al Shorta SC,261597,al-shorta-sc,syria
2441,Peñarol,3227,penarol,uruguay
2442,Boston River,174970,boston-river,uruguay
2443,Montevideo City Torque,174972,montevideo-city-torque,uruguay
2444,Cerro Largo,25009,cerro-largo,uruguay
2445,Liverpool UY,6879,liverpool-uy,uruguay
2446,Juventud de Las Piedras,3224,juventud-de-las-piedras,uruguay
2447,Defensor Sporting,3229,defensor-sporting,uruguay
2448,Nacional,3230,club-nacional-de-football,uruguay
2449,Miramar Misiones,6880,miramar-misiones,uruguay
2450,Cerro,22011,cerro,uruguay
2451,Racing de Montevideo,25010,racing-de-montevideo,uruguay
2452,Danubio,3228,danubio,uruguay
2453,Montevideo Wanderers,3240,montevideo-wanderers,uruguay
2454,Progreso,3238,progreso,uruguay
2455,Plaza Colonia,3235,plaza-colonia,uruguay
2456,River Plate UY,3237,river-plate-uy,uruguay
